,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
15,http://flipkart.com/dev-fashion-women-maxi-blue-dress/p/itmfgtf9yggjskks?pid=DREFGT74AQJ3BURG&lid=LSTDREFGT74AQJ3BURG61Q0CA&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGT74AQJ3BURG.SEARCH&ssid=wfnpprmlww0000001596817412127,15,Women Maxi Blue Dress,4,258,36,so amazing super good clothes,1.6257,0.00183248199526
16,http://flipkart.com/rigo-women-bodycon-multicolor-dress/p/itm526fe5e7311f0?pid=DREEVAH6TE4HH4S6&lid=LSTDREEVAH6TE4HH4S6VKSFPC&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEVAH6TE4HH4S6.SEARCH&ssid=wfnpprmlww0000001596817412127,16,Women Bodycon Multicolor Dress,4.1,3897,567,excellent  awesome good quality i love the dress,2.2741,0.03123172640030
17,http://flipkart.com/rudraaksha-women-fit-flare-blue-dress/p/itm3fc42b802f503?pid=DREFHMHWEPKBHYAS&lid=LSTDREFHMHWEPKBHYASPMKRNR&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWEPKBHYAS.SEARCH&ssid=wfnpprmlww0000001596817412127,17,Women Fit and Flare Blue Dress,3.8,3087,564,super perfect fitting very good flare loved this dress good,2.6515,0.02702553861978
18,http://flipkart.com/rudraaksha-women-maxi-yellow-dress/p/itm54116d7c20745?pid=DREFHMHWDXFUGGDB&lid=LSTDREFHMHWDXFUGGDB87N4WW&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fodx%2Fmaj%2Fjhy&srno=b_1_19&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWDXFUGGDB.SEARCH&ssid=wfnpprmlww0000001596817412127,18,Women Maxi Yellow Dress With Mask,3.9,5389,1002,mind blowing fittingvery nice dressi m so happy with this product simply superb i m fully satisfiedgood service and delivery boy is very good nice i loved the fabric and pattern   😍,3.5384,0.05488463666746
19,http://flipkart.com/micozy-women-a-line-multicolor-dress/p/itmbb8913bf7218d?pid=DREFFHCMQ9RZPD2Z&lid=LSTDREFFHCMQ9RZPD2ZGADBTZ&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFHCMQ9RZPD2Z.SEARCH&ssid=wfnpprmlww0000001596817412127,19,Women A-line Multicolor Dress,4,12613,2026,very very nice dress 💃💃💃💃💃 good good,1.3023,0.08792360225549
20,http://flipkart.com/illi-london-women-shift-blue-dress/p/itmffybthhbwmahj?pid=DREFFY6QBVK5WBFN&lid=LSTDREFFY6QBVK5WBFNDB3RQR&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFY6QBVK5WBFN.SEARCH&ssid=wfnpprmlww0000001596817412127,20,Women Shift Blue Dress,4.2,3048,482,excellent product nice dress but colour was little bit dull simplify  awesome,1.2164,0.02168883487689
21,http://flipkart.com/buynewtrend-women-pinafore-blue-dress/p/itm6c1665f286fac?pid=DREFZEBYF5HFGUEY&lid=LSTDREFZEBYF5HFGUEYJJLBRJ&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZEBYF5HFGUEY.SEARCH&ssid=wfnpprmlww0000001596817412127,21,Women Pinafore Blue Dress,4,717,125,soo nice dress  nice look awesome 👌👌😊color beautiful outlook the quality of the dress is very cheap the striped top is included in it but the cloth is not of a good quality i was having itching after wearing it although i kept the product because the color and the shape is good but i would not recommend it to buy it very good,3.952,0.00756557378877
22,http://flipkart.com/dream-beauty-fashion-women-maxi-maroon-dress/p/itmf3vczuzrubynn?pid=DREF2XAMZ5NYZTRN&lid=LSTDREF2XAMZ5NYZTRNANMDQZ&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREF2XAMZ5NYZTRN.SEARCH&ssid=wfnpprmlww0000001596817412127,22,Women Maxi Maroon Dress,4,1454,282,nice product nice dress perfect same as shown,1.4149,0.01084350392170
23,http://flipkart.com/rudraaksha-women-maxi-red-dress/p/itm1b6911d6f4dd1?pid=DREFHMHWX5P4ZAYE&lid=LSTDREFHMHWX5P4ZAYEQU0NGY&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWX5P4ZAYE.SEARCH&ssid=wfnpprmlww0000001596817412127,23,Women Maxi Red Dress With Mask,3.9,5389,1002,mind blowing fittingvery nice dressi m so happy with this product simply superb i m fully satisfiedgood service and delivery boy is very good nice i loved the fabric and pattern   😍,3.5384,0.05488463666746
24,http://flipkart.com/g-m-collections-women-shift-white-dress/p/itmemafpjdh5cnfy?pid=DREEHPQHKBFUYHCC&lid=LSTDREEHPQHKBFUYHCCWOHOF0&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEHPQHKBFUYHCC.SEARCH&ssid=wfnpprmlww0000001596817412127,24,Women Shift White Dress,4,387,87,good beautiful dress  i love this outfit nice top,2.3005,0.00358726094349
25,http://flipkart.com/metro-fashion-women-gathered-black-dress/p/itm5591909fbb72e?pid=DREFKGF6NCYFZURU&lid=LSTDREFKGF6NCYFZURUSHYJBM&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFKGF6NCYFZURU.SEARCH&ssid=wfnpprmlww0000001596817412127,25,Women Gathered Black Dress,4.3,4204,741,awsome product😘 its simply amezing loved it must buy product,0.5994,0.02776274955034
26,http://flipkart.com/j-g-fashion-women-two-piece-dress-black/p/itmfencyd5du2hg7?pid=DREFEM8C7YDYKYHA&lid=LSTDREFEM8C7YDYKYHALHETSY&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFEM8C7YDYKYHA.SEARCH&ssid=wfnpprmlww0000001596817412127,26,Women Two Piece Dress Black Dress,4.2,2193,481,nice product i gifted this dress to my sisternd she really look beautiful in thisit is a vry nice dress and fabric also goodgo for it guys nice dress good quality,2.3043,0.02072859305333
27,http://flipkart.com/fachara-women-a-line-black-dress/p/itmdc33447d7958b?pid=DREFGFUWGYPZBBC7&lid=LSTDREFGFUWGYPZBBC70OCALI&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGFUWGYPZBBC7.SEARCH&ssid=wfnpprmlww0000001596817412127,27,Women A-line Black Dress,3.7,128,23,superb poor product i ordered size l but it was tight fitting dress cloth quality is horrible it is shining polyester not the houseryi returned it same day please mention cloth is polyester in heading itself  overall sticking was perfect,0.496,0.00072564529591
28,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm569d7a2e27a45?pid=DREFKZEWYNZE9RHK&lid=LSTDREFKZEWYNZE9RHKQLBV9D&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFKZEWYNZE9RHK.SEARCH&ssid=wfnpprmlww0000001596817412127,28,Women Skater Multicolor Dress,3.9,1572,243,super and osm i love it nice good osm dress,2.0982,0.01209662588968
29,http://flipkart.com/limeswood-creation-women-maxi-white-pink-dress/p/itm931e9315ef4aa?pid=DREFPHA4K9THPAWS&lid=LSTDREFPHA4K9THPAWSUEDJF2&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fodx%2Fmaj%2Fjhy&srno=b_1_30&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFPHA4K9THPAWS.SEARCH&ssid=wfnpprmlww0000001596817412127,29,"Women Maxi White, Pink Dress",3.9,437,81,good but cloth is somewhat thin may cloth get damage soonly nice dress vv gud product must buy,0.368,0.00252738837747
30,http://flipkart.com/hiva-trendz-women-skater-multicolor-dress/p/itm51ea9f7278f13?pid=DREFS9YZTUX2FCDM&lid=LSTDREFS9YZTUX2FCDMHCVISE&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFS9YZTUX2FCDM.SEARCH&ssid=wfnpprmlww0000001596817412127,30,Women Skater Multicolor Dress,3.9,355,47,worth the money cloth quality is very bd but design of the product almost good i m not happy to this product beautiful and size is perfect,2.4099,0.00271774762705
31,http://flipkart.com/neysa-women-two-piece-dress-black/p/itm3528b21d34555?pid=DREFZZK4VXGGG4G8&lid=LSTDREFZZK4VXGGG4G8ZFRELA&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZZK4VXGGG4G8.SEARCH&ssid=wfnpprmlww0000001596817412127,31,Women Two Piece Dress Black Dress,4.2,1232,219,nice producti love it too gud omg 😍😍😍😍😍i was in a fear whether it would be good quality or not but this is really beyond my expectations 😍❤5stars would be veryless i would definetely give 10stars ❤✌🔥cloth is very thick ✌❤ and color is soo good 😍❤hope this review is helpful💯🔥,1.4453,0.00936021674383
32,http://flipkart.com/maa-fab-women-a-line-orange-dress/p/itm22be1f3ca2049?pid=DREFPHY8CRGGJQQA&lid=LSTDREFPHY8CRGGJQQAVPQEKF&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFPHY8CRGGJQQA.SEARCH&ssid=wfnpprmlww0000001596817412127,32,Women A-line Orange Dress,4.1,115,16,i am happy  product is very pretty material is also soft nice frock good,1.9277,0.00086785485112
33,http://flipkart.com/kannan-women-maxi-multicolor-dress/p/itmffz9mr7zsftg4?pid=DREFFWUHMJYGMUSC&lid=LSTDREFFWUHMJYGMUSCT5DLSN&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFWUHMJYGMUSC.SEARCH&ssid=wfnpprmlww0000001596817412127,33,Women Maxi Multicolor Dress,3.8,19185,3633,nice ok ok product 🙂 beautiful blue gownsize and color both are same as described in picture,2.0162,0.15326241830160
34,http://flipkart.com/16-always-women-fit-flare-red-white-pink-dress/p/itmfdfppzchzmzjf?pid=DREFDFHTEAEXSQQU&lid=LSTDREFDFHTEAEXSQQU05JO1J&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFDFHTEAEXSQQU.SEARCH&ssid=wfnpprmlww0000001596817412127,34,"Women Fit and Flare Red, White, Pink Dress",3.9,3962,740,very nice ❤ sleeves amd mask are also available nice one superb very nice dress,1.8894,0.03133205318918
35,http://flipkart.com/rangun-women-maxi-dark-blue-dress/p/itmd9eb519d75510?pid=DREFG2NHNKJZRZ65&lid=LSTDREFG2NHNKJZRZ652J1PC0&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFG2NHNKJZRZ65.SEARCH&ssid=wfnpprmlww0000001596817412127,35,Women Maxi Dark Blue Dress,3.8,488,96,ok it too good👌 cloth was good but i got totally different colour,0.7364,0.00303553130472
36,http://flipkart.com/aayu-women-maxi-white-dress/p/itmf3vcrkmwjxs9x?pid=DREEV87RH3BYXG7M&lid=LSTDREEV87RH3BYXG7MJKXGVP&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEV87RH3BYXG7M.SEARCH&ssid=wfnpprmlww0000001596817412127,36,Women Maxi White Dress,4.1,8616,2060,gorgeous dress😍 good l got the exact product as it was shown in flipkart and i am glad that i have bought this dress i recommend you to buy this dress,1.8728,0.07656789089785
37,http://flipkart.com/j-g-fashion-women-fit-flare-green-dress/p/itmb27c6959dbce5?pid=DREFZRUWMSV8GMQZ&lid=LSTDREFZRUWMSV8GMQZGWI2YA&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZRUWMSV8GMQZ.SEARCH&ssid=wfnpprmlww0000001596817412127,37,Women Fit and Flare Green Dress,4.1,335,76,nice 1👍 looks like awesome i got it same as like picturei dont wash it yet oh my godawesome dressi am looking so beautiful,2.3682,0.00320080297707
38,http://flipkart.com/aayu-women-skater-multicolor-dress/p/itmf5x5yrbtzgjxr?pid=DREF5WQYZXAMYWXK&lid=LSTDREF5WQYZXAMYWXKXZJJTI&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREF5WQYZXAMYWXK.SEARCH&ssid=wfnpprmlww0000001596817412127,38,Women Skater Multicolor Dress,4,2360,442,nyc dress perfect dress 👌👌👌👌 amazing,1.1578,0.01658611189909
39,http://flipkart.com/dev-fashion-women-maxi-blue-dress/p/itm344c948681d68?pid=DREFGKGCGFTGTBGZ&lid=LSTDREFGKGCGFTGTBGZUXRW0U&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGKGCGFTGTBGZ.SEARCH&ssid=wfnpprmlww0000001596817412127,39,Women Maxi Blue Dress,4.1,2377,392,not bad nice quality and texture loved it sooooo much super product,1.078,0.01633403635964
40,http://flipkart.com/u-f-women-fit-flare-black-dress/p/itmf3vcwfmur2vwj?pid=DREERTF88FWTCPP5&lid=LSTDREERTF88FWTCPP5GBZO6L&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREERTF88FWTCPP5.SEARCH&ssid=38dmssa3ww0000001596817413179,40,Women Fit and Flare Black Dress,4,24905,4545,the dress is so nice very beautiful dress it look so amazing 😍 beautiful dress,2.665,0.22512574271390
41,http://flipkart.com/tokyo-talkies-women-shirt-blue-dress/p/itmf3vcnxzzykffs?pid=DREFY62PNVJYHMH4&lid=LSTDREFY62PNVJYHMH4N1HMSO&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFY62PNVJYHMH4.SEARCH&ssid=38dmssa3ww0000001596817413179,41,Women Shirt Blue Dress,4.2,1560,284,awesome productlooks good on me i just loved it😘 nice quality is very gudworth buying,2.0862,0.01328286360746
42,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm3d12af5196884?pid=DREFKZEWNYDTTG2S&lid=LSTDREFKZEWNYDTTG2SZN1Q8E&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEWNYDTTG2S.SEARCH&ssid=38dmssa3ww0000001596817413179,42,Women Skater Multicolor Dress,3.9,1572,243,super and osm i love it nice good osm dress,2.0982,0.01209662588968
43,http://flipkart.com/avirate-women-fit-flare-dark-blue-dress/p/itmfh4bn5mcjhzsn?pid=DREFGYH64CDNDPZD&lid=LSTDREFGYH64CDNDPZDQKTJQZ&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=en_jXflk6HZJxWSSgcJPZ8FDSdKwvHTuiYWYcg9S2WGnpFkgH1THSeK5CTqgPpYEbuv60sEmXtp0lswYbBYc8h%2BXA%3D%3D&ssid=38dmssa3ww0000001596817413179,43,Women Fit and Flare Dark Blue Dress,3.7,49,11,didnt like its fabric at all very bad too gorgeous material is good and best for party wear within the amazing price,2.4964,0.00045013682497
44,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm8b2b5c0224aea?pid=DREFKZEW7GXZ9HJ7&lid=LSTDREFKZEW7GXZ9HJ7AX9NK7&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEW7GXZ9HJ7.SEARCH&ssid=38dmssa3ww0000001596817413179,44,Women Skater Multicolor Dress,3.9,1572,243,super and osm i love it nice good osm dress,2.0982,0.01209662588968
45,http://flipkart.com/gofan-women-high-low-blue-dress/p/itm747af59922c37?pid=DREFN4K7HTUMXWDM&lid=LSTDREFN4K7HTUMXWDMC1SP1V&marketplace=FLIPKART&srno=b_2_47&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFN4K7HTUMXWDM.SEARCH&ssid=38dmssa3ww0000001596817413179,45,Women High Low Blue Dress,3.4,365,47,good quality but no liningok gud buy it😄 fantastic 👌😊😊😊😊 bad for size,0.1595,0.00173429749920
46,http://flipkart.com/jaipur-kurti-women-maxi-blue-dress/p/itmf4hhcvssjst3c?pid=DREF2VUDYZHHZXQX&lid=LSTDREF2VUDYZHHZXQXMS6WLB&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREF2VUDYZHHZXQX.SEARCH&ssid=38dmssa3ww0000001596817413179,46,Women Maxi Blue Dress,4.3,478,93,bful kurti a very nice for casual outfit  in modern design with  excellent stuff very much happy on shopping on flipkart  its original product with the original tag nice product thanku flipcart 🥰🥰🥰🥰 brilliant probuct,3.4114,0.00514754769935
47,http://flipkart.com/arbiter-collection-women-high-low-red-dress/p/itm9a0d5d771689d?pid=DREFJY5BRJY8MEMA&lid=LSTDREFJY5BRJY8MEMAPP8FPC&marketplace=FLIPKART&srno=b_2_49&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFJY5BRJY8MEMA.SEARCH&ssid=38dmssa3ww0000001596817413179,47,Women High Low Red Dress,4.2,249,38,i like it💖💖 very best dress nice dress i really happy to wear the dress 🙂thanks flipkart,1.9915,0.00197915340791
48,http://flipkart.com/metronaut-women-sheath-maroon-dress/p/itmfbfvxry4adsgt?pid=DREFBFVXFMPMR7SF&lid=LSTDREFBFVXFMPMR7SFIEPY4K&marketplace=FLIPKART&srno=b_2_50&otracker=browse&fm=organic&iid=en_jXflk6HZJxWSSgcJPZ8FDSdKwvHTuiYWYcg9S2WGnpE4OssaYMqVP2ZzxStSNWzgdVaDhTJvveRHi%2BT3WJAjVA%3D%3D&ssid=38dmssa3ww0000001596817413179,48,Women Sheath Maroon Dress,4,449,69,dress material is good but i didnt get the belt😎 size is perfect worth the price nice product really impressivewould suggest strongly to buy,1.9333,0.00342452015923
49,http://flipkart.com/metro-fashion-women-gathered-dark-blue-dress/p/itmd66a49d7fdf01?pid=DREFGBGNWHYGHXYT&lid=LSTDREFGBGNWHYGHXYTTOUFIO&marketplace=FLIPKART&srno=b_2_51&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFGBGNWHYGHXYT.SEARCH&ssid=38dmssa3ww0000001596817413179,49,Women Gathered Dark Blue Dress,4.3,4204,741,awsome product😘 its simply amezing loved it must buy product,0.5994,0.02776274955034
