sno,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
10,http://flipkart.com/kastoori-collection-printed-women-regular-dark-blue-skirt/p/itmfe95mtwgkxmsq?pid=SKIFE8TFCZW4E9PQ&lid=LSTSKIFE8TFCZW4E9PQUQGFJY&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFE8TFCZW4E9PQ.SEARCH&ssid=ux2dgig0m80000001596818393673,10,Women Printed Regular Dark Blue Skirt,4.1,412,63,nice all the prints lost its colour just at the first wash very bad and low quality prints they are nice good quality ,0.1497,0.0189462150
11,http://flipkart.com/kifayati-bazar-printed-girls-skorts-multicolor-skirt/p/itmfgyvzha7hdnrz?pid=SKIFGYS7RDZYWKHS&lid=LSTSKIFGYS7RDZYWKHSSUNP49&marketplace=FLIPKART&srno=b_1_12&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGYS7RDZYWKHS.SEARCH&ssid=ux2dgig0m80000001596818393673,11,Girls Printed Skorts Multicolor Skirt,3.6,358,60,good product it is a great product such a nice product ,1.4868,0.0200988670
12,http://flipkart.com/fashioncutz-printed-women-flared-white-black-skirt/p/itmb3bb3d9c80bb6?pid=SKIFSQ3QCQ9GAHMN&lid=LSTSKIFSQ3QCQ9GAHMNO2NLNI&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSQ3QCQ9GAHMN.SEARCH&ssid=ux2dgig0m80000001596818393673,12,"Women Printed Flared White, Black Skirt",4.1,223,37,dress material is good quality is also good  good product awsm got in rs 499good productcolour is also same as to in pic,1.3212,0.0132675100
13,http://flipkart.com/modern-kart-floral-print-women-wrap-around-blue-skirt/p/itmeaf1521716503?pid=SKIFGJDHYJ7E8PH3&lid=LSTSKIFGJDHYJ7E8PH3RI5N8O&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGJDHYJ7E8PH3.SEARCH&ssid=ux2dgig0m80000001596818393673,13,Women Floral Print Wrap Around Blue Skirt,3.8,268,40,very bad color in reality like bedsheets dont buy this beautiful good product,0.8587,0.0133948070
14,http://flipkart.com/darzi-solid-women-flared-maroon-skirt/p/itmfah8fd6suqzbs?pid=SKIFAH49GFRQ9REM&lid=LSTSKIFAH49GFRQ9REMZOVUHS&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFAH49GFRQ9REM.SEARCH&ssid=ux2dgig0m80000001596818393673,14,Women Solid Flared Maroon Skirt,3.7,268,32,very good product size small nice,0.8619,0.0126388370
15,http://flipkart.com/priyanjali-polka-print-women-regular-blue-skirt/p/itm0ffb9c9564880?pid=SKIFHAF32UUCEWRF&lid=LSTSKIFHAF32UUCEWRF6EP2ZO&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFHAF32UUCEWRF.SEARCH&ssid=ux2dgig0m80000001596818393673,15,Women Polka Print Regular Blue Skirt,3.9,1221,276,more beautiful than expected😍😘without any doubt just go for it ☺ beautiful skirt❤😀 im happy 😍😍,1.8683,0.0870641880
16,http://flipkart.com/frionkandy-graphic-print-women-wrap-around-green-skirt/p/itmfhbgb6cmnfrkg?pid=SKIFH9RAGXMGMDPX&lid=LSTSKIFH9RAGXMGMDPXQ3J9L0&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9RAGXMGMDPX.SEARCH&ssid=ux2dgig0m80000001596818393673,16,Women Graphic Print Wrap Around Green Skirt,3.7,715,98,good product feel great wearing and look best fabulous,2.2289,0.0436868800
17,http://flipkart.com/modern-kart-printed-women-wrap-around-black-skirt/p/itmfcq9bansrucp3?pid=SKIFCQ7GUZUFCPFQ&lid=LSTSKIFCQ7GUZUFCPFQJXQNTX&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFCQ7GUZUFCPFQ.SEARCH&ssid=ux2dgig0m80000001596818393673,17,Women Printed Wrap Around Black Skirt,4,1218,188,really awesome value f money my first complement to flipcart very gd product nice,1.3864,0.0707087740
18,http://flipkart.com/popentic-solid-women-a-line-black-skirt/p/itmc6aa8d81402d6?pid=SKIFM47EGTYQSGUQ&lid=LSTSKIFM47EGTYQSGUQFOQVVZ&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFM47EGTYQSGUQ.SEARCH&ssid=ux2dgig0m80000001596818393673,18,Women Solid A-line Black Skirt,3.7,466,71,thats a decent product good quality fabric certainly u can go for it dont waste your money plz skirt was too long and also bad quality,-0.1062,0.0181574740
19,http://flipkart.com/mudrika-printed-women-wrap-around-red-blue-skirt/p/itmf6s23ngnt7suu?pid=SKIF6RYBHGCAYY8N&lid=LSTSKIF6RYBHGCAYY8NEVXJOY&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF6RYBHGCAYY8N.SEARCH&ssid=ux2dgig0m80000001596818393673,19,"Women Printed Wrap Around Red, Blue Skirt",3.6,220,35,good good product good product but colour is dull,0.9193,0.0107929700
20,http://flipkart.com/silver-organisation-printed-women-wrap-around-green-skirt/p/itmf5dzs4ed23hfg?pid=SKIF5DSEKTFBG9ZA&lid=LSTSKIF5DSEKTFBG9ZACRJ6SA&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF5DSEKTFBG9ZA.SEARCH&ssid=ux2dgig0m80000001596818393673,20,Women Printed Wrap Around Green Skirt,3.9,962,141,product is good but colour is little different just ok very gud product as looking,0.7364,0.0477841680
21,http://flipkart.com/frionkandy-graphic-print-women-wrap-around-blue-skirt/p/itmfhbgbyrd7cabh?pid=SKIFH9RAZJNUTY5G&lid=LSTSKIFH9RAZJNUTY5GUKWALS&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9RAZJNUTY5G.SEARCH&ssid=ux2dgig0m80000001596818393673,21,Women Graphic Print Wrap Around Blue Skirt,3.7,715,98,good product feel great wearing and look best fabulous,2.2289,0.0436868800
22,http://flipkart.com/vikalps-embroidered-women-a-line-black-skirt/p/itm9a80c6e689774?pid=SKIFSYN6TCGCHEUV&lid=LSTSKIFSYN6TCGCHEUVG8I1A5&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSYN6TCGCHEUV.SEARCH&ssid=ux2dgig0m80000001596818393673,22,Women Embroidered A-line Black Skirt,4.4,28,9,very very nice nice osm products,0.843,0.0018565780
23,http://flipkart.com/tokyo-talkies-solid-women-flared-green-skirt/p/itmcb9f8e82b308d?pid=SKIFPNP6CECGHTVW&lid=LSTSKIFPNP6CECGHTVWENCUL7&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFPNP6CECGHTVW.SEARCH&ssid=ux2dgig0m80000001596818393673,23,Women Solid Flared Green Skirt,4.5,15,1,loved the product,0.5994,0.0007723990
24,http://flipkart.com/fashioncutz-floral-print-women-regular-pink-skirt/p/itmffjgxzamfab5h?pid=SKIFFGXHKYMFRNXY&lid=LSTSKIFFGXHKYMFRNXYKLGJBK&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFFGXHKYMFRNXY.SEARCH&ssid=ux2dgig0m80000001596818393673,24,Women Floral Print Regular Pink Skirt,3.9,1629,255,i am happy very nice product  superb its good but cotton golden print goes off by wash,2.0587,0.1049410750
25,http://flipkart.com/kastoori-collection-printed-women-regular-dark-blue-skirt/p/itmfbu28hjuykazu?pid=SKIFBT3PTHYZPR7U&lid=LSTSKIFBT3PTHYZPR7URUECSB&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFBT3PTHYZPR7U.SEARCH&ssid=ux2dgig0m80000001596818393673,25,Women Printed Regular Dark Blue Skirt,4.1,536,95,v nice good awsome purchase,0.8619,0.0294386560
26,http://flipkart.com/fashioncutz-printed-women-regular-gold-maroon-skirt/p/itmf53b90df071fa?pid=SKIFSG7UYUP43SEC&lid=LSTSKIFSG7UYUP43SECXHA6I0&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSG7UYUP43SEC.SEARCH&ssid=ux2dgig0m80000001596818393673,26,"Women Printed Regular Gold, Maroon Skirt",4,70,11,worst product ever good good product,0.2559,0.0032266320
27,http://flipkart.com/fashioncutz-floral-print-women-regular-pink-skirt/p/itm0a1624323e08c?pid=SKIFPAKHTDWJQCDQ&lid=LSTSKIFPAKHTDWJQCDQOYBGJJ&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFPAKHTDWJQCDQ.SEARCH&ssid=ux2dgig0m80000001596818393673,27,Women Floral Print Regular Pink Skirt,4,62,7,very nice skirt excellent quality is too good,1.4338,0.0033769640
28,http://flipkart.com/sonu-creation-self-design-women-flared-gold-skirt/p/itmf8xnfx7t7yrbh?pid=SKIF8XHMMRAACXY6&lid=LSTSKIF8XHMMRAACXY6ODFILX&marketplace=FLIPKART&srno=b_1_30&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF8XHMMRAACXY6.SEARCH&ssid=ux2dgig0m80000001596818393673,28,Women Self Design Flared Gold Skirt,4.3,1528,436,nice skart😍😍 awsm product very nice skirt,0.843,0.0964621640
29,http://flipkart.com/frionkandy-printed-women-wrap-around-white-black-skirt/p/itma8add8ab6159e?pid=SKIFKG2FKUEARYMZ&lid=LSTSKIFKG2FKUEARYMZQNHGBL&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFKG2FKUEARYMZ.SEARCH&ssid=ux2dgig0m80000001596818393673,29,"Women Printed Wrap Around White, Black Skirt",4.1,259,37,good cloth i like this skirt awesome awesome quality is excellent,2.6233,0.0181815810
30,http://flipkart.com/frionkandy-printed-women-wrap-around-blue-skirt/p/itmfhbhe6dhmfkmf?pid=SKIFH9R9DZG39DEG&lid=LSTSKIFH9R9DZG39DEGJOGGT0&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9R9DZG39DEG.SEARCH&ssid=ux2dgig0m80000001596818393673,30,Women Printed Wrap Around Blue Skirt,4,94,15,nice cloth was very very bad and product was very full as if it is old good,0.3196,0.0044026830
31,http://flipkart.com/tandul-solid-women-flared-blue-skirt/p/itmfac34rwzpvchh?pid=SKIFABCRYVNHZBGH&lid=LSTSKIFABCRYVNHZBGHT5B36F&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFABCRYVNHZBGH.SEARCH&ssid=ux2dgig0m80000001596818393673,31,Women Solid Flared Blue Skirt,3.6,590,93,owsome fabulous nice product,0.9482,0.0290750990
32,http://flipkart.com/rangun-printed-women-wrap-around-red-skirt/p/itmfe6xczhhuszze?pid=SKIFE6M9SNTPCXC7&lid=LSTSKIFE6M9SNTPCXC7V2PD8K&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFE6M9SNTPCXC7.SEARCH&ssid=ux2dgig0m80000001596818393673,32,Women Printed Wrap Around Red Skirt,3.3,75,10,i can blindly trust flipkart for its best qualitythnks for being such good fine value for money this is comfortable for my cute sister,3.0996,0.0048138410
33,http://flipkart.com/kastoori-collection-printed-women-a-line-black-skirt/p/itmdbad0de02313f?pid=SKIFGG2F3KQ2JWVP&lid=LSTSKIFGG2F3KQ2JWVPEPJR9D&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGG2F3KQ2JWVP.SEARCH&ssid=ux2dgig0m80000001596818393673,33,Women Printed A-line Black Skirt,3.4,212,37,awesome productmust buy a little bit miss printed but nice nice,1.3148,0.0111552450
34,http://flipkart.com/manzon-printed-girls-skorts-multicolor-skirt/p/itmffyszvrqgz4cj?pid=SKIFG2HD8Y5VYRXK&lid=LSTSKIFG2HD8Y5VYRXKVDOEQU&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFG2HD8Y5VYRXK.SEARCH&ssid=ux2dgig0m80000001596818393673,34,Girls Printed Skorts Multicolor Skirt,3.7,154,16,ok good gud quality colour nd design change nice products,1.1579,0.0074468800
35,http://flipkart.com/rigo-solid-women-regular-black-skirt/p/itmf3y4grpwyrnb7?pid=SKIEVAN7GXDDGQGN&lid=LSTSKIEVAN7GXDDGQGNW8KXOO&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIEVAN7GXDDGQGN.SEARCH&ssid=ux2dgig0m80000001596818393673,35,Women Solid Regular Black Skirt,3.9,1976,267,without a doubt go for it👍 really awesome skirt and material too must buy product high quality product v beautiful awesome collection go gor it,1.488,0.1108142590
36,http://flipkart.com/unique-choice-printed-women-wrap-around-white-skirt/p/itmfdcea6gmsd3dm?pid=SKIFDBT6GF2UVRKN&lid=LSTSKIFDBT6GF2UVRKNHNVVQD&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFDBT6GF2UVRKN.SEARCH&ssid=ux2dgig0m80000001596818393673,36,Women Printed Wrap Around White Skirt,4.2,152,29,very nice nice in the bujet i loved it great material,2.0673,0.0110405730
37,http://flipkart.com/v2-retail-limited-solid-girls-regular-red-skirt/p/itm80b6a8c18b491?pid=SKIFTHZGXFJR5XWR&lid=LSTSKIFTHZGXFJR5XWR7LRA95&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFTHZGXFJR5XWR.SEARCH&ssid=ux2dgig0m80000001596818393673,37,Girls Solid Regular Red Skirt,4.3,10,2,nice fabric and colour but length is short nice product,0.843,0.0005817910
38,http://flipkart.com/tokyo-talkies-solid-women-a-line-light-blue-skirt/p/itm50c55b67e2395?pid=JEAFKHZAHD3XS2CM&lid=LSTJEAFKHZAHD3XS2CMUCTYMO&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.JEAFKHZAHD3XS2CM.SEARCH&ssid=ux2dgig0m80000001596818393673,38,Women Solid A-line Light Blue Skirt,4,103,7,same as the picture but order one size smaller than your usual size loved it its good 🥺🌹,1.0398,0.0049636050
39,http://flipkart.com/sassafras-solid-women-straight-dark-blue-skirt/p/itmf5z3kkgbgv7zv?pid=SKIF5NVB3SMMJ9AU&lid=LSTSKIF5NVB3SMMJ9AUOS1I2L&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIF5NVB3SMMJ9AU.SEARCH&ssid=7zslxko4e80000001596818394714,39,Women Solid Straight Dark Blue Skirt,3.9,2614,425,amazing product must buy mast love it its lovely skirt just love it,2.4456,0.1819503110
40,http://flipkart.com/n-gal-solid-women-flared-black-skirt/p/itmd3262d60ed87b?pid=SKIF97FG9XK4PWMN&lid=LSTSKIF97FG9XK4PWMNVLTWGZ&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIF97FG9XK4PWMN.SEARCH&ssid=7zslxko4e80000001596818394714,40,Women Solid Flared Black Skirt,4.2,1916,221,go for it🥳🥳🥳🥳 awesome product must buy good quality it looks cute 🥰❤️,1.5241,0.1103446120
41,http://flipkart.com/crease-clips-solid-women-broomstick-gold-blue-skirt/p/itmfbb2ygpavyjr2?pid=SKIEHG9R5AZ58VXN&lid=LSTSKIEHG9R5AZ58VXNOPAIYC&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIEHG9R5AZ58VXN.SEARCH&ssid=7zslxko4e80000001596818394714,41,"Women Solid Broomstick Gold, Blue Skirt",3.7,2362,386,full satisfaction quality is good looking very nice good quality love it good,2.82,0.1695692490
42,http://flipkart.com/mudrika-printed-women-a-line-black-skirt/p/itm0255680cad22e?pid=SKIFQY3W2FCASZ3Q&lid=LSTSKIFQY3W2FCASZ3Q72LJPW&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFQY3W2FCASZ3Q.SEARCH&ssid=7zslxko4e80000001596818394714,42,Women Printed A-line Black Skirt,4.2,12,2,very nice product 👍 nice 👍,0.843,0.0006619470
43,http://flipkart.com/kastoori-collection-printed-women-a-line-red-skirt/p/itmbf8d47c89998f?pid=SKIFGG2FVGWUTSQ4&lid=LSTSKIFGG2FVGWUTSQ4X5CXVB&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFGG2FVGWUTSQ4.SEARCH&ssid=7zslxko4e80000001596818394714,43,Women Printed A-line Red Skirt,3.4,212,37,awesome productmust buy a little bit miss printed but nice nice,1.3148,0.0111552450
44,http://flipkart.com/darzi-floral-print-women-flared-multicolor-skirt/p/itm30acc2eb9c3cf?pid=SKIFT7HGF2E4MHGH&lid=LSTSKIFT7HGF2E4MHGHAQMSBI&marketplace=FLIPKART&srno=b_2_46&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFT7HGF2E4MHGH.SEARCH&ssid=7zslxko4e80000001596818394714,44,Women Floral Print Flared Multicolor Skirt,4,8,1,not given full rating as cloth was very thin just a single cloth  i hope wont be see through was bit large and had no tag and size mentioned   and slip was missing,-0.1516,0.0003361880
45,http://flipkart.com/krishika-printed-women-gathered-red-skirt/p/itm892578656c4c0?pid=SKIFJPHH6Y5VTWSZ&lid=LSTSKIFJPHH6Y5VTWSZWX3D25&marketplace=FLIPKART&srno=b_2_47&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFJPHH6Y5VTWSZ.SEARCH&ssid=7zslxko4e80000001596818394714,45,Women Printed Gathered Red Skirt,4,357,41,very nice but transparent gud material its really nice,0.843,0.0178463440
46,http://flipkart.com/darzi-floral-print-women-flared-red-skirt/p/itmfb3979e7cd34d?pid=SKIFT7HGQPVNH4VU&lid=LSTSKIFT7HGQPVNH4VUBTMMPW&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFT7HGQPVNH4VU.SEARCH&ssid=7zslxko4e80000001596818394714,46,Women Floral Print Flared Red Skirt,3.8,11,1,not bad😎 according to the price it should be much better,0.4404,0.0004830780
47,http://flipkart.com/darzi-solid-women-flared-pink-skirt/p/itmfah8scbktdzgk?pid=SKIFAH4ASHXRQZRX&lid=LSTSKIFAH4ASHXRQZRXCSJXCU&marketplace=FLIPKART&srno=b_2_49&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFAH4ASHXRQZRX.SEARCH&ssid=7zslxko4e80000001596818394714,47,Women Solid Flared Pink Skirt,3.4,57,4,did not like the material quality of skirt is not good terrific purchase  i really love it  thanks flipkart,2.3556,0.0027476100
48,http://flipkart.com/negen-floral-print-women-flared-multicolor-skirt/p/itm123528f5063e0?pid=SKIFTSYUYVA5SDH9&lid=LSTSKIFTSYUYVA5SDH9QTIA7L&marketplace=FLIPKART&srno=b_2_50&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFTSYUYVA5SDH9.SEARCH&ssid=7zslxko4e80000001596818394714,48,Women Floral Print Flared Multicolor Skirt,4.3,9,2,good as expected,0.4404,0.0004798050
49,http://flipkart.com/jainsons-printed-women-a-line-black-skirt/p/itmf3y4zjmekfa2u?pid=SKIEZ9R9QYWZXZH9&lid=LSTSKIEZ9R9QYWZXZH9ZAAAGV&marketplace=FLIPKART&srno=b_2_51&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIEZ9R9QYWZXZH9.SEARCH&ssid=7zslxko4e80000001596818394714,49,Women Printed A-line Black Skirt,3.8,519,73,nice product so comfortable nice skirt at such a low price got it for 130rs with free delivery plus member  i am just loving it the quality of the elastic is top notch but initially there were some threads coming out thats not a big concern the skirt just touches the knee so the length is okay i paired them with black leggings and high heels pictures attached and people really liked the look  overall a nice product go for it girls very good quality at low price thank u flip cart,3.9904,0.0414080140
50,http://flipkart.com/modern-kart-floral-print-women-wrap-around-blue-black-skirt/p/itmfec9z5vfgmf3w?pid=SKIFEBZGBDYGVQQ8&lid=LSTSKIFEBZGBDYGVQQ8ZBIFT5&marketplace=FLIPKART&srno=b_2_52&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFEBZGBDYGVQQ8.SEARCH&ssid=7zslxko4e80000001596818394714,50,"Women Floral Print Wrap Around Blue, Black Skirt",3.9,31,8,good productveey comfortable good super,1.9908,0.0024055290
