Rating,Bigram,Count
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 4 to 5,v neck,1
Rating 4 to 5,v neck,1
Rating 3 to 4,v neck,1
Rating 4 to 5,v neck,1
Rating 4 to 5,v neck,1
Rating 4 to 5,v neck,1
Rating 4 to 5,v neck,1
Rating 3 to 4,v neck,1
Rating 3 to 4,v neck,1
Rating 3 to 4,henley neck,1
Rating 3 to 4,henley neck,1
Rating 4 to 5,henley neck,1
Rating 3 to 4,henley neck,1
Rating 4 to 5,vneck,1
Rating 3 to 4,vneck,1
Rating 3 to 4,vneck,1
Rating 4 to 5,turtle neck,1
Rating 4 to 5,turtle neck,1
Rating 3 to 4,turtle neck,1
Rating 4 to 5,high neck,1
Rating 4 to 5,asymmetric neck,1
