Rating,Bigram,Count
Rating 3 to 4,solid,1
Rating 4 to 5,solid,1
Rating 3 to 4,solid,1
Rating 3 to 4,solid,1
Rating 3 to 4,solid,1
Rating 4 to 5,solid,1
Rating 4 to 5,solid,1
Rating 4 to 5,solid,1
Rating 4 to 5,solid,1
Rating 3 to 4,solid,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 3 to 4,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,printed,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,color block,1
Rating 3 to 4,color block,1
Rating 4 to 5,color block,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 4 to 5,striped,1
Rating 3 to 4,striped,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 3 to 4,checkered,1
Rating 4 to 5,sporty,1
Rating 3 to 4,perfectfit solid,1
Rating 4 to 5,self design solid,1
Rating 3 to 4,perfectfit self design,1
Rating 3 to 4,geometric print,1
