Rating,Bigram,Count
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 3 to 4,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Wrap,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 4 to 5,Printed Flared,1
Rating 3 to 4,Printed Flared,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 4 to 5,Floral Print,1
Rating 3 to 4,Floral Print,1
Rating 3 to 4,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 3 to 4,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 4 to 5,Printed Regular,1
Rating 3 to 4,Gathered Brown,1
Rating 3 to 4,Checkered Gathered,1
Rating 3 to 4,Gathered Black,1
Rating 4 to 5,Peplum Light,1
Rating 3 to 4,Gathered Maroon,1
