Rating,Bigram,Count
Rating 3 to 4,dark blue tshirt,1
Rating 4 to 5,dark blue tshirt,1
Rating 4 to 5,dark blue tshirt,1
Rating 3 to 4,dark blue tshirt,1
Rating 4 to 5,dark blue tshirt,1
Rating 4 to 5,dark blue tshirt,1
Rating 3 to 4,dark blue tshirt,1
Rating 3 to 4,dark blue tshirt,1
Rating 4 to 5,dark blue tshirt,1
Rating 3 to 4,dark blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 3 to 4,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,blue tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 4 to 5,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,grey tshirt,1
Rating 3 to 4,dark blue black grey tshirt,1
Rating 3 to 4,maroon black grey tshirt,1
Rating 3 to 4,dark blue white pink tshirt,1
Rating 3 to 4,blue beige tshirt,1
Rating 3 to 4,men hooded black tshirt,1
