Rating,Bigram,Count
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Aline Multicolor,1
Rating 3 to 4,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 3 to 4,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 3 to 4,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 4 to 5,Aline Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 4 to 5,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 3 to 4,Skater Multicolor,1
Rating 4 to 5,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 4 to 5,Maxi Blue,1
Rating 3 to 4,Maxi Blue,1
Rating 4 to 5,Sheath Black,1
Rating 3 to 4,Skater White,1
Rating 4 to 5,Green Yellow,1
Rating 4 to 5,Bodycon Dark,1
Rating 3 to 4,Layered Light,1
