ID,URL,BRAND,ITEM,DISCOUNTED PRICE,MRP,STARS,NUMBER OF RATINGS,NUMBER OF REVIEWS,LIST OF REVIEWS
10,http://flipkart.com/dsk-studio-women-a-line-multicolor-dress/p/itmfffmbyfm9zhcu?pid=DREFFYHB3XZCSC9P&lid=LSTDREFFYHB3XZCSC9P0KXBQI&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFYHB3XZCSC9P.SEARCH&ssid=wfnpprmlww0000001596817412127,DSK STUDIO ,Women A-line Multicolor Dress,₹305,"₹1,299",4.1,5074,779,"['Very beautiful dress. I love this dress. I am so happy 😇😇😇😍', 'excellent', 'Brought it for my sis she loves it 😍']"
11,http://flipkart.com/hetvi-creation-women-fit-flare-multicolor-dress/p/itmfdtq49w3rygjr?pid=DREFDTGJVGFAXHJM&lid=LSTDREFDTGJVGFAXHJMVF9BIO&marketplace=FLIPKART&srno=b_1_12&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFDTGJVGFAXHJM.SEARCH&ssid=wfnpprmlww0000001596817412127,Hetvi Creation ,Women Fit and Flare Multicolor Dress,₹550,"₹1,499",3.7,2936,530,"['very nice kurti', 'very good quality 100% cotten... color same as show in picture but it little bit long...otherwish perfect👌👌👌', ""It's beautiful and good fabric.... like it and love it""]"
12,http://flipkart.com/zima-leto-women-bandage-yellow-dress/p/itmfgb2sg7dg65rn?pid=DREF8VFRAGDWMM3Z&lid=LSTDREF8VFRAGDWMM3ZTQ3WS7&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREF8VFRAGDWMM3Z.SEARCH&ssid=wfnpprmlww0000001596817412127,Zima leto ,Women Bandage Yellow Dress,₹701,"₹1,299",4.1,3815,717,"['just love it', 'I loved it 😍🔥❤', 'I just loved it...it so good that I have no words to explain.']"
13,http://flipkart.com/iqra-fashion-women-gown-maroon-dress/p/itm991e1b5e9a071?pid=DREFZE3CH3HGTZHG&lid=LSTDREFZE3CH3HGTZHG2UGO8O&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZE3CH3HGTZHG.SEARCH&ssid=wfnpprmlww0000001596817412127,IQRA FASHION ,Women Gown Maroon Dress,₹449,₹999,4,2767,510,"['lovelly', 'Excellent...same as shown picture..', 'Excellent 👍Go for it 🤩']"
14,http://flipkart.com/aayu-women-maxi-maroon-dress/p/itmfg5uptjqrzwjq?pid=DREFFE74V9VH8HMG&lid=LSTDREFFE74V9VH8HMGY6Z9WO&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFE74V9VH8HMG.SEARCH&ssid=wfnpprmlww0000001596817412127,Aayu ,Women Maxi Maroon Dress,₹564,₹899,4.2,3456,694,"['Exactly as shown in the image and the fabric quality is awesome. Just loved it', 'Nice product properly fitted bt long', '👌 Good']"
15,http://flipkart.com/dev-fashion-women-maxi-blue-dress/p/itmfgtf9yggjskks?pid=DREFGT74AQJ3BURG&lid=LSTDREFGT74AQJ3BURG61Q0CA&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGT74AQJ3BURG.SEARCH&ssid=wfnpprmlww0000001596817412127,Dev Fashion ,Women Maxi Blue Dress,₹445,"₹1,299",4,258,36,"['So amazing', 'Super', 'Good clothes']"
16,http://flipkart.com/rigo-women-bodycon-multicolor-dress/p/itm526fe5e7311f0?pid=DREEVAH6TE4HH4S6&lid=LSTDREEVAH6TE4HH4S6VKSFPC&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEVAH6TE4HH4S6.SEARCH&ssid=wfnpprmlww0000001596817412127,Rigo ,Women Bodycon Multicolor Dress,₹398,₹999,4.1,3897,567,"['excellent ...', 'awesome', 'good quality i love the dress']"
17,http://flipkart.com/rudraaksha-women-fit-flare-blue-dress/p/itm3fc42b802f503?pid=DREFHMHWEPKBHYAS&lid=LSTDREFHMHWEPKBHYASPMKRNR&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWEPKBHYAS.SEARCH&ssid=wfnpprmlww0000001596817412127,Rudraaksha ,Women Fit and Flare Blue Dress,₹399,"₹1,999",3.8,3087,564,"['Super', 'Perfect fitting. Very good flare.. loved this dress..', 'good.']"
18,http://flipkart.com/rudraaksha-women-maxi-yellow-dress/p/itm54116d7c20745?pid=DREFHMHWDXFUGGDB&lid=LSTDREFHMHWDXFUGGDB87N4WW&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fodx%2Fmaj%2Fjhy&srno=b_1_19&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWDXFUGGDB.SEARCH&ssid=wfnpprmlww0000001596817412127,Rudraaksha ,Women Maxi Yellow Dress With Mask,₹449,"₹1,999",3.9,5389,1002,"['mind blowing fitting.very nice dress.i m so happy with this product. simply superb. i m fully satisfied.good service and delivery boy is very good.', 'Nice', 'I loved the fabric and pattern ..  😍']"
19,http://flipkart.com/micozy-women-a-line-multicolor-dress/p/itmbb8913bf7218d?pid=DREFFHCMQ9RZPD2Z&lid=LSTDREFFHCMQ9RZPD2ZGADBTZ&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFHCMQ9RZPD2Z.SEARCH&ssid=wfnpprmlww0000001596817412127,Micozy ,Women A-line Multicolor Dress,₹347,"₹1,299",4,12613,2026,"['very very nice dress 💃💃💃💃💃', 'Good', 'good']"
20,http://flipkart.com/illi-london-women-shift-blue-dress/p/itmffybthhbwmahj?pid=DREFFY6QBVK5WBFN&lid=LSTDREFFY6QBVK5WBFNDB3RQR&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFY6QBVK5WBFN.SEARCH&ssid=wfnpprmlww0000001596817412127,ILLI LONDON ,Women Shift Blue Dress,₹699,"₹1,699",4.2,3048,482,"['Excellent product', 'Nice dress ....but colour was little bit dull', 'Simplify  awesome']"
21,http://flipkart.com/buynewtrend-women-pinafore-blue-dress/p/itm6c1665f286fac?pid=DREFZEBYF5HFGUEY&lid=LSTDREFZEBYF5HFGUEYJJLBRJ&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZEBYF5HFGUEY.SEARCH&ssid=wfnpprmlww0000001596817412127,BuyNewTrend ,Women Pinafore Blue Dress,₹599,"₹1,499",4,717,125,"['Soo nice dress .... Nice look Awesome ..👌👌😊Color beautiful outlook.', 'The quality of the dress is very cheap. The striped top is included in it. But the cloth is not of a good quality, I was having itching after wearing it. Although I kept the product because the color and the shape is good, but I would not recommend it to buy it.', 'Very good']"
22,http://flipkart.com/dream-beauty-fashion-women-maxi-maroon-dress/p/itmf3vczuzrubynn?pid=DREF2XAMZ5NYZTRN&lid=LSTDREF2XAMZ5NYZTRNANMDQZ&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREF2XAMZ5NYZTRN.SEARCH&ssid=wfnpprmlww0000001596817412127,Dream Beauty Fashion ,Women Maxi Maroon Dress,₹748,"₹2,229",4,1454,282,"['Nice product......', 'nice dress', 'perfect same as shown']"
23,http://flipkart.com/rudraaksha-women-maxi-red-dress/p/itm1b6911d6f4dd1?pid=DREFHMHWX5P4ZAYE&lid=LSTDREFHMHWX5P4ZAYEQU0NGY&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFHMHWX5P4ZAYE.SEARCH&ssid=wfnpprmlww0000001596817412127,Rudraaksha ,Women Maxi Red Dress With Mask,₹449,"₹1,999",3.9,5389,1002,"['mind blowing fitting.very nice dress.i m so happy with this product. simply superb. i m fully satisfied.good service and delivery boy is very good.', 'Nice', 'I loved the fabric and pattern ..  😍']"
24,http://flipkart.com/g-m-collections-women-shift-white-dress/p/itmemafpjdh5cnfy?pid=DREEHPQHKBFUYHCC&lid=LSTDREEHPQHKBFUYHCCWOHOF0&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEHPQHKBFUYHCC.SEARCH&ssid=wfnpprmlww0000001596817412127,G & M Collections ,Women Shift White Dress,₹399,₹899,4,387,87,"['Good', 'Beautiful dress . I love this outfit', 'Nice top']"
25,http://flipkart.com/metro-fashion-women-gathered-black-dress/p/itm5591909fbb72e?pid=DREFKGF6NCYFZURU&lid=LSTDREFKGF6NCYFZURUSHYJBM&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFKGF6NCYFZURU.SEARCH&ssid=wfnpprmlww0000001596817412127,Metro Fashion ,Women Gathered Black Dress,₹569,"₹1,999",4.3,4204,741,"['awsome product😘', ""It's simply amezing. Loved it"", 'must buy product']"
26,http://flipkart.com/j-g-fashion-women-two-piece-dress-black/p/itmfencyd5du2hg7?pid=DREFEM8C7YDYKYHA&lid=LSTDREFEM8C7YDYKYHALHETSY&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFEM8C7YDYKYHA.SEARCH&ssid=wfnpprmlww0000001596817412127,J&G FASHION ,Women Two Piece Dress Black Dress,₹460,₹999,4.2,2193,481,"['nice product', 'I gifted this dress to my sister...nd she really look beautiful in this...it is a vry nice dress and fabric also good...go for it guys', 'Nice dress...... good quality']"
27,http://flipkart.com/fachara-women-a-line-black-dress/p/itmdc33447d7958b?pid=DREFGFUWGYPZBBC7&lid=LSTDREFGFUWGYPZBBC70OCALI&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGFUWGYPZBBC7.SEARCH&ssid=wfnpprmlww0000001596817412127,FACHARA ,Women A-line Black Dress,₹319,₹999,3.7,128,23,"['Superb', 'Poor product, I ordered Size L, but it was tight fitting dress. cloth quality is horrible it is shining polyester not the housery.I returned it same day.', 'Please mention cloth is polyester in heading itself , overall sticking was perfect']"
28,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm569d7a2e27a45?pid=DREFKZEWYNZE9RHK&lid=LSTDREFKZEWYNZE9RHKQLBV9D&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFKZEWYNZE9RHK.SEARCH&ssid=wfnpprmlww0000001596817412127,New Ethical Fashion ,Women Skater Multicolor Dress,₹347,"₹1,299",3.9,1572,243,"['Super and osm I love it', 'nice good', 'Osm dress']"
29,http://flipkart.com/limeswood-creation-women-maxi-white-pink-dress/p/itm931e9315ef4aa?pid=DREFPHA4K9THPAWS&lid=LSTDREFPHA4K9THPAWSUEDJF2&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fodx%2Fmaj%2Fjhy&srno=b_1_30&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFPHA4K9THPAWS.SEARCH&ssid=wfnpprmlww0000001596817412127,LIMESWOOD CREATION ,"Women Maxi White, Pink Dress",₹599,"₹1,599",3.9,437,81,"['good but cloth is somewhat thin may cloth get damage soonly', 'nice dress', 'vv gud product must buy']"
30,http://flipkart.com/hiva-trendz-women-skater-multicolor-dress/p/itm51ea9f7278f13?pid=DREFS9YZTUX2FCDM&lid=LSTDREFS9YZTUX2FCDMHCVISE&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFS9YZTUX2FCDM.SEARCH&ssid=wfnpprmlww0000001596817412127,Hiva Trendz ,Women Skater Multicolor Dress,₹269,"₹1,299",3.9,355,47,"['Worth the money', 'Cloth quality is very bd.. but design of the product almost good.. I m not happy to this product..', 'Beautiful and size is perfect']"
31,http://flipkart.com/neysa-women-two-piece-dress-black/p/itm3528b21d34555?pid=DREFZZK4VXGGG4G8&lid=LSTDREFZZK4VXGGG4G8ZFRELA&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZZK4VXGGG4G8.SEARCH&ssid=wfnpprmlww0000001596817412127,NEYSA ,Women Two Piece Dress Black Dress,₹782,"₹1,399",4.2,1232,219,"['NICE PRODUCT...I LOVE IT', 'Too gud', 'OMG!!! 😍😍😍😍😍I was in a fear whether it would be good quality or not!! but this is really beyond my expectations 😍❤5Stars would be veryless!!! I would definetely give 10stars ❤✌🔥Cloth is Very Thick! ✌❤ and color is soo good! 😍❤hope this review is Helpful💯🔥']"
32,http://flipkart.com/maa-fab-women-a-line-orange-dress/p/itm22be1f3ca2049?pid=DREFPHY8CRGGJQQA&lid=LSTDREFPHY8CRGGJQQAVPQEKF&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFPHY8CRGGJQQA.SEARCH&ssid=wfnpprmlww0000001596817412127,Maa Fab ,Women A-line Orange Dress,₹399,"₹1,349",4.1,115,16,"['I am Happy  product is very pretty material is also soft', 'Nice frock', 'Good']"
33,http://flipkart.com/kannan-women-maxi-multicolor-dress/p/itmffz9mr7zsftg4?pid=DREFFWUHMJYGMUSC&lid=LSTDREFFWUHMJYGMUSCT5DLSN&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFFWUHMJYGMUSC.SEARCH&ssid=wfnpprmlww0000001596817412127,Kannan ,Women Maxi Multicolor Dress,₹488,"₹1,299",3.8,19185,3633,"['nice', 'OK OK product 🙂', 'Beautiful Blue Gown,Size and color both are same as described in picture.']"
34,http://flipkart.com/16-always-women-fit-flare-red-white-pink-dress/p/itmfdfppzchzmzjf?pid=DREFDFHTEAEXSQQU&lid=LSTDREFDFHTEAEXSQQU05JO1J&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFDFHTEAEXSQQU.SEARCH&ssid=wfnpprmlww0000001596817412127,16 Always ,"Women Fit and Flare Red, White, Pink Dress",₹466,"₹1,599",3.9,3962,740,"['Very nice ❤... Sleeves amd mask are also available nice one', 'Superb', 'Very nice dress']"
35,http://flipkart.com/rangun-women-maxi-dark-blue-dress/p/itmd9eb519d75510?pid=DREFG2NHNKJZRZ65&lid=LSTDREFG2NHNKJZRZ652J1PC0&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFG2NHNKJZRZ65.SEARCH&ssid=wfnpprmlww0000001596817412127,Rangun ,Women Maxi Dark Blue Dress,₹359,₹999,3.8,488,96,"['Ok', 'it too good👌', 'Cloth was good but I got totally different colour...']"
36,http://flipkart.com/aayu-women-maxi-white-dress/p/itmf3vcrkmwjxs9x?pid=DREEV87RH3BYXG7M&lid=LSTDREEV87RH3BYXG7MJKXGVP&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREEV87RH3BYXG7M.SEARCH&ssid=wfnpprmlww0000001596817412127,Aayu ,Women Maxi White Dress,₹521,"₹1,099",4.1,8616,2060,"['Gorgeous dress😍', 'good', 'l got the exact product as it was shown in Flipkart and I am glad that I have bought this dress. I recommend you to buy this dress.']"
37,http://flipkart.com/j-g-fashion-women-fit-flare-green-dress/p/itmb27c6959dbce5?pid=DREFZRUWMSV8GMQZ&lid=LSTDREFZRUWMSV8GMQZGWI2YA&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFZRUWMSV8GMQZ.SEARCH&ssid=wfnpprmlww0000001596817412127,J&G FASHION ,Women Fit and Flare Green Dress,₹455,"₹1,300",4.1,335,76,"['Nice 1👍', ""looks like awesome.. I got it same as like picture...i don't wash it yet"", 'Oh my godAwesome dressI am looking so beautiful']"
38,http://flipkart.com/aayu-women-skater-multicolor-dress/p/itmf5x5yrbtzgjxr?pid=DREF5WQYZXAMYWXK&lid=LSTDREF5WQYZXAMYWXKXZJJTI&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREF5WQYZXAMYWXK.SEARCH&ssid=wfnpprmlww0000001596817412127,Aayu ,Women Skater Multicolor Dress,₹474,₹999,4,2360,442,"['Nyc dress', 'perfect dress 👌👌👌👌', 'amazing..']"
39,http://flipkart.com/dev-fashion-women-maxi-blue-dress/p/itm344c948681d68?pid=DREFGKGCGFTGTBGZ&lid=LSTDREFGKGCGFTGTBGZUXRW0U&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=66ad179b-9f84-49aa-8fb6-191599bda7b7.DREFGKGCGFTGTBGZ.SEARCH&ssid=wfnpprmlww0000001596817412127,Dev Fashion ,Women Maxi Blue Dress,₹445,"₹1,300",4.1,2377,392,"['not bad..', 'nice quality and texture loved it sooooo much', 'super product']"
40,http://flipkart.com/u-f-women-fit-flare-black-dress/p/itmf3vcwfmur2vwj?pid=DREERTF88FWTCPP5&lid=LSTDREERTF88FWTCPP5GBZO6L&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREERTF88FWTCPP5.SEARCH&ssid=38dmssa3ww0000001596817413179,U&F ,Women Fit and Flare Black Dress,₹498,"₹1,499",4,24905,4545,"['The dress is so nice...', 'very beautiful dress it look so amazing 😍', 'beautiful dress']"
41,http://flipkart.com/tokyo-talkies-women-shirt-blue-dress/p/itmf3vcnxzzykffs?pid=DREFY62PNVJYHMH4&lid=LSTDREFY62PNVJYHMH4N1HMSO&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFY62PNVJYHMH4.SEARCH&ssid=38dmssa3ww0000001596817413179,Tokyo Talkies ,Women Shirt Blue Dress,₹738,"₹1,849",4.2,1560,284,"['Awesome product.looks good on me. I just loved it.😘', 'nice', 'Quality is very gud....worth buying']"
42,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm3d12af5196884?pid=DREFKZEWNYDTTG2S&lid=LSTDREFKZEWNYDTTG2SZN1Q8E&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEWNYDTTG2S.SEARCH&ssid=38dmssa3ww0000001596817413179,New Ethical Fashion ,Women Skater Multicolor Dress,₹359,"₹1,299",3.9,1572,243,"['Super and osm I love it', 'nice good', 'Osm dress']"
43,http://flipkart.com/avirate-women-fit-flare-dark-blue-dress/p/itmfh4bn5mcjhzsn?pid=DREFGYH64CDNDPZD&lid=LSTDREFGYH64CDNDPZDQKTJQZ&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=en_jXflk6HZJxWSSgcJPZ8FDSdKwvHTuiYWYcg9S2WGnpFkgH1THSeK5CTqgPpYEbuv60sEmXtp0lswYbBYc8h%2BXA%3D%3D&ssid=38dmssa3ww0000001596817413179,Avirate ,Women Fit and Flare Dark Blue Dress,"₹1,099","₹2,399",3.7,49,11,"[""Didn't like its fabric at all"", 'Very bad', 'Too gorgeous. material is good and best for party wear within the amazing price']"
44,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm8b2b5c0224aea?pid=DREFKZEW7GXZ9HJ7&lid=LSTDREFKZEW7GXZ9HJ7AX9NK7&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEW7GXZ9HJ7.SEARCH&ssid=38dmssa3ww0000001596817413179,New Ethical Fashion ,Women Skater Multicolor Dress,₹347,"₹1,299",3.9,1572,243,"['Super and osm I love it', 'nice good', 'Osm dress']"
45,http://flipkart.com/gofan-women-high-low-blue-dress/p/itm747af59922c37?pid=DREFN4K7HTUMXWDM&lid=LSTDREFN4K7HTUMXWDMC1SP1V&marketplace=FLIPKART&srno=b_2_47&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFN4K7HTUMXWDM.SEARCH&ssid=38dmssa3ww0000001596817413179,gofan ,Women High Low Blue Dress,₹440,"₹1,999",3.4,365,47,"['good quality but no lining.ok gud buy it😄', 'Fantastic 👌😊😊😊😊', 'bad for size']"
46,http://flipkart.com/jaipur-kurti-women-maxi-blue-dress/p/itmf4hhcvssjst3c?pid=DREF2VUDYZHHZXQX&lid=LSTDREF2VUDYZHHZXQXMS6WLB&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREF2VUDYZHHZXQX.SEARCH&ssid=38dmssa3ww0000001596817413179,Jaipur Kurti ,Women Maxi Blue Dress,₹899,"₹2,499",4.3,478,93,"['bful kurti', ""A very nice for casual outfit  in modern design with  excellent stuff very much happy on shopping on flipkart  it's original product with the original tag"", 'Nice product thanku flipcart 🥰🥰🥰🥰 brilliant probuct']"
