ID,URL,BRAND,ITEM,DISCOUNTED PRICE,MRP,STARS,NUMBER OF RATINGS,NUMBER OF REVIEWS,LIST OF REVIEWS
10,http://flipkart.com/kastoori-collection-printed-women-regular-dark-blue-skirt/p/itmfe95mtwgkxmsq?pid=SKIFE8TFCZW4E9PQ&lid=LSTSKIFE8TFCZW4E9PQUQGFJY&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFE8TFCZW4E9PQ.SEARCH&ssid=ux2dgig0m80000001596818393673,Kastoori Collection ,Women Printed Regular Dark Blue Skirt,₹339,"₹1,399",4.1,412,63,"['Nice', 'All the prints lost its colour just at the first wash. very bad and low quality prints they are.', 'nice good quality. ...']"
11,http://flipkart.com/kifayati-bazar-printed-girls-skorts-multicolor-skirt/p/itmfgyvzha7hdnrz?pid=SKIFGYS7RDZYWKHS&lid=LSTSKIFGYS7RDZYWKHSSUNP49&marketplace=FLIPKART&srno=b_1_12&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGYS7RDZYWKHS.SEARCH&ssid=ux2dgig0m80000001596818393673,Kifayati Bazar ,Girls Printed Skorts Multicolor Skirt,₹440,"₹1,199",3.6,358,60,"['Good product', 'it is a great product', 'such a nice product. ....']"
12,http://flipkart.com/fashioncutz-printed-women-flared-white-black-skirt/p/itmb3bb3d9c80bb6?pid=SKIFSQ3QCQ9GAHMN&lid=LSTSKIFSQ3QCQ9GAHMNO2NLNI&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSQ3QCQ9GAHMN.SEARCH&ssid=ux2dgig0m80000001596818393673,Fashioncutz ,"Women Printed Flared White, Black Skirt",₹474,"₹1,899",4.1,223,37,"['Dress material is good. Quality is also good .', 'Good product', 'Awsm Got in rs. 499Good productColour is also same as to in pic']"
13,http://flipkart.com/modern-kart-floral-print-women-wrap-around-blue-skirt/p/itmeaf1521716503?pid=SKIFGJDHYJ7E8PH3&lid=LSTSKIFGJDHYJ7E8PH3RI5N8O&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGJDHYJ7E8PH3.SEARCH&ssid=ux2dgig0m80000001596818393673,MODERN KART ,Women Floral Print Wrap Around Blue Skirt,₹355,"₹1,099",3.8,268,40,"[""very bad color in reality like bedsheets don't buy this"", 'beautiful', 'good product']"
14,http://flipkart.com/darzi-solid-women-flared-maroon-skirt/p/itmfah8fd6suqzbs?pid=SKIFAH49GFRQ9REM&lid=LSTSKIFAH49GFRQ9REMZOVUHS&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFAH49GFRQ9REM.SEARCH&ssid=ux2dgig0m80000001596818393673,DARZI ,Women Solid Flared Maroon Skirt,₹499,"₹1,999",3.7,268,32,"['very Good product', 'size small', 'Nice']"
15,http://flipkart.com/priyanjali-polka-print-women-regular-blue-skirt/p/itm0ffb9c9564880?pid=SKIFHAF32UUCEWRF&lid=LSTSKIFHAF32UUCEWRF6EP2ZO&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFHAF32UUCEWRF.SEARCH&ssid=ux2dgig0m80000001596818393673,Priyanjali ,Women Polka Print Regular Blue Skirt,₹279,"₹1,049",3.9,1221,276,"['More beautiful than expected..😍😘Without any doubt just go for it.. ☺', 'beautiful skirt❤😀', ""I'm happy 😍😍""]"
16,http://flipkart.com/frionkandy-graphic-print-women-wrap-around-green-skirt/p/itmfhbgb6cmnfrkg?pid=SKIFH9RAGXMGMDPX&lid=LSTSKIFH9RAGXMGMDPXQ3J9L0&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9RAGXMGMDPX.SEARCH&ssid=ux2dgig0m80000001596818393673,Frionkandy ,Women Graphic Print Wrap Around Green Skirt,₹318,₹999,3.7,715,98,"['Good product', 'Feel great wearing and look best', 'fabulous....']"
17,http://flipkart.com/modern-kart-printed-women-wrap-around-black-skirt/p/itmfcq9bansrucp3?pid=SKIFCQ7GUZUFCPFQ&lid=LSTSKIFCQ7GUZUFCPFQJXQNTX&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFCQ7GUZUFCPFQ.SEARCH&ssid=ux2dgig0m80000001596818393673,MODERN KART ,Women Printed Wrap Around Black Skirt,₹325,"₹1,099",4,1218,188,"['Really awesome value f money My first complement to flipcart', 'very gd product....', 'nice']"
18,http://flipkart.com/popentic-solid-women-a-line-black-skirt/p/itmc6aa8d81402d6?pid=SKIFM47EGTYQSGUQ&lid=LSTSKIFM47EGTYQSGUQFOQVVZ&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFM47EGTYQSGUQ.SEARCH&ssid=ux2dgig0m80000001596818393673,Popentic ,Women Solid A-line Black Skirt,₹449,"₹1,599",3.7,466,71,"[""That's a decent product. Good quality fabric.. Certainly u can go for it"", ""Don't waste your money plz..."", 'Skirt was too long and also bad quality']"
19,http://flipkart.com/mudrika-printed-women-wrap-around-red-blue-skirt/p/itmf6s23ngnt7suu?pid=SKIF6RYBHGCAYY8N&lid=LSTSKIF6RYBHGCAYY8NEVXJOY&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF6RYBHGCAYY8N.SEARCH&ssid=ux2dgig0m80000001596818393673,Mudrika ,"Women Printed Wrap Around Red, Blue Skirt",₹647,"₹1,999",3.6,220,35,"['good..', 'good product', 'good product but colour is dull']"
20,http://flipkart.com/silver-organisation-printed-women-wrap-around-green-skirt/p/itmf5dzs4ed23hfg?pid=SKIF5DSEKTFBG9ZA&lid=LSTSKIF5DSEKTFBG9ZACRJ6SA&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF5DSEKTFBG9ZA.SEARCH&ssid=ux2dgig0m80000001596818393673,Silver Organisation ,Women Printed Wrap Around Green Skirt,₹347,"₹1,299",3.9,962,141,"['Product is good. But colour is little different', 'Just ok', 'very gud product as looking....']"
21,http://flipkart.com/frionkandy-graphic-print-women-wrap-around-blue-skirt/p/itmfhbgbyrd7cabh?pid=SKIFH9RAZJNUTY5G&lid=LSTSKIFH9RAZJNUTY5GUKWALS&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9RAZJNUTY5G.SEARCH&ssid=ux2dgig0m80000001596818393673,Frionkandy ,Women Graphic Print Wrap Around Blue Skirt,₹327,₹999,3.7,715,98,"['Good product', 'Feel great wearing and look best', 'fabulous....']"
22,http://flipkart.com/vikalps-embroidered-women-a-line-black-skirt/p/itm9a80c6e689774?pid=SKIFSYN6TCGCHEUV&lid=LSTSKIFSYN6TCGCHEUVG8I1A5&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSYN6TCGCHEUV.SEARCH&ssid=ux2dgig0m80000001596818393673,VIKALPS ,Women Embroidered A-line Black Skirt,₹553,₹999,4.4,28,9,"['Very very nice', 'Nice', 'Osm products']"
23,http://flipkart.com/tokyo-talkies-solid-women-flared-green-skirt/p/itmcb9f8e82b308d?pid=SKIFPNP6CECGHTVW&lid=LSTSKIFPNP6CECGHTVWENCUL7&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFPNP6CECGHTVW.SEARCH&ssid=ux2dgig0m80000001596818393673,TOKYO TALKIES ,Women Solid Flared Green Skirt,₹440,₹799,4.5,15,1,['Loved the product.....']
24,http://flipkart.com/fashioncutz-floral-print-women-regular-pink-skirt/p/itmffjgxzamfab5h?pid=SKIFFGXHKYMFRNXY&lid=LSTSKIFFGXHKYMFRNXYKLGJBK&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFFGXHKYMFRNXY.SEARCH&ssid=ux2dgig0m80000001596818393673,Fashioncutz ,Women Floral Print Regular Pink Skirt,₹399,"₹1,299",3.9,1629,255,"['I am happy .very nice product .', 'superb', ""It's good but cotton golden print goes off by wash""]"
25,http://flipkart.com/kastoori-collection-printed-women-regular-dark-blue-skirt/p/itmfbu28hjuykazu?pid=SKIFBT3PTHYZPR7U&lid=LSTSKIFBT3PTHYZPR7URUECSB&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFBT3PTHYZPR7U.SEARCH&ssid=ux2dgig0m80000001596818393673,Kastoori Collection ,Women Printed Regular Dark Blue Skirt,₹399,"₹1,100",4.1,536,95,"['V nice', 'good', 'awsome purchase..']"
26,http://flipkart.com/fashioncutz-printed-women-regular-gold-maroon-skirt/p/itmf53b90df071fa?pid=SKIFSG7UYUP43SEC&lid=LSTSKIFSG7UYUP43SECXHA6I0&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFSG7UYUP43SEC.SEARCH&ssid=ux2dgig0m80000001596818393673,Fashioncutz ,"Women Printed Regular Gold, Maroon Skirt",₹415,"₹1,299",4,70,11,"['Worst product ever', 'Good', 'Good product']"
27,http://flipkart.com/fashioncutz-floral-print-women-regular-pink-skirt/p/itm0a1624323e08c?pid=SKIFPAKHTDWJQCDQ&lid=LSTSKIFPAKHTDWJQCDQOYBGJJ&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFPAKHTDWJQCDQ.SEARCH&ssid=ux2dgig0m80000001596818393673,Fashioncutz ,Women Floral Print Regular Pink Skirt,₹379,"₹1,299",4,62,7,"['very nice skirt', 'Excellent', 'Quality is too good']"
28,http://flipkart.com/sonu-creation-self-design-women-flared-gold-skirt/p/itmf8xnfx7t7yrbh?pid=SKIF8XHMMRAACXY6&lid=LSTSKIF8XHMMRAACXY6ODFILX&marketplace=FLIPKART&srno=b_1_30&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIF8XHMMRAACXY6.SEARCH&ssid=ux2dgig0m80000001596818393673,Sonu Creation ,Women Self Design Flared Gold Skirt,₹699,"₹1,599",4.3,1528,436,"['nice skart...😍😍', 'awsm product', 'very nice skirt..']"
29,http://flipkart.com/frionkandy-printed-women-wrap-around-white-black-skirt/p/itma8add8ab6159e?pid=SKIFKG2FKUEARYMZ&lid=LSTSKIFKG2FKUEARYMZQNHGBL&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFKG2FKUEARYMZ.SEARCH&ssid=ux2dgig0m80000001596818393673,Frionkandy ,"Women Printed Wrap Around White, Black Skirt",₹328,₹999,4.1,259,37,"['good cloth, I like this skirt', 'Awesome.', 'awesome, quality is excellent']"
30,http://flipkart.com/frionkandy-printed-women-wrap-around-blue-skirt/p/itmfhbhe6dhmfkmf?pid=SKIFH9R9DZG39DEG&lid=LSTSKIFH9R9DZG39DEGJOGGT0&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFH9R9DZG39DEG.SEARCH&ssid=ux2dgig0m80000001596818393673,Frionkandy ,Women Printed Wrap Around Blue Skirt,₹322,₹999,4,94,15,"['nice', 'Cloth was very very bad and product was very full as if it is old', 'good']"
31,http://flipkart.com/tandul-solid-women-flared-blue-skirt/p/itmfac34rwzpvchh?pid=SKIFABCRYVNHZBGH&lid=LSTSKIFABCRYVNHZBGHT5B36F&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFABCRYVNHZBGH.SEARCH&ssid=ux2dgig0m80000001596818393673,TANDUL ,Women Solid Flared Blue Skirt,₹599,"₹1,999",3.6,590,93,"['owsome', 'fabulous', 'Nice product']"
32,http://flipkart.com/rangun-printed-women-wrap-around-red-skirt/p/itmfe6xczhhuszze?pid=SKIFE6M9SNTPCXC7&lid=LSTSKIFE6M9SNTPCXC7V2PD8K&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFE6M9SNTPCXC7.SEARCH&ssid=ux2dgig0m80000001596818393673,Rangun ,Women Printed Wrap Around Red Skirt,₹359,₹999,3.3,75,10,"['i can blindly trust flipkart for its best qualitythnks for being such good', 'Fine', 'Value for money this is comfortable for my cute sister']"
33,http://flipkart.com/kastoori-collection-printed-women-a-line-black-skirt/p/itmdbad0de02313f?pid=SKIFGG2F3KQ2JWVP&lid=LSTSKIFGG2F3KQ2JWVPEPJR9D&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFGG2F3KQ2JWVP.SEARCH&ssid=ux2dgig0m80000001596818393673,Kastoori Collection ,Women Printed A-line Black Skirt,₹399,"₹1,299",3.4,212,37,"['Awesome product...Must buy', 'A little bit miss printed but nice', 'Nice']"
34,http://flipkart.com/manzon-printed-girls-skorts-multicolor-skirt/p/itmffyszvrqgz4cj?pid=SKIFG2HD8Y5VYRXK&lid=LSTSKIFG2HD8Y5VYRXKVDOEQU&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFG2HD8Y5VYRXK.SEARCH&ssid=ux2dgig0m80000001596818393673,Manzon ,Girls Printed Skorts Multicolor Skirt,₹422,"₹1,099",3.7,154,16,"['ok good', 'Gud quality colour nd design change', 'Nice products']"
35,http://flipkart.com/rigo-solid-women-regular-black-skirt/p/itmf3y4grpwyrnb7?pid=SKIEVAN7GXDDGQGN&lid=LSTSKIEVAN7GXDDGQGNW8KXOO&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIEVAN7GXDDGQGN.SEARCH&ssid=ux2dgig0m80000001596818393673,Rigo ,Women Solid Regular Black Skirt,₹437,"₹1,099",3.9,1976,267,"['Without a doubt ..Go for it,👍 really awesome skirt and material too', 'Must buy Product.. High Quality product..', 'v beautiful. awesome collection. go gor it']"
36,http://flipkart.com/unique-choice-printed-women-wrap-around-white-skirt/p/itmfdcea6gmsd3dm?pid=SKIFDBT6GF2UVRKN&lid=LSTSKIFDBT6GF2UVRKNHNVVQD&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFDBT6GF2UVRKN.SEARCH&ssid=ux2dgig0m80000001596818393673,Unique Choice ,Women Printed Wrap Around White Skirt,₹311,₹999,4.2,152,29,"['Very nice', 'Nice In the bujet I loved it', 'Great material']"
37,http://flipkart.com/v2-retail-limited-solid-girls-regular-red-skirt/p/itm80b6a8c18b491?pid=SKIFTHZGXFJR5XWR&lid=LSTSKIFTHZGXFJR5XWR7LRA95&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.SKIFTHZGXFJR5XWR.SEARCH&ssid=ux2dgig0m80000001596818393673,V2 Retail Limited ,Girls Solid Regular Red Skirt,₹209,₹399,4.3,10,2,"['nice fabric and colour but length is short', 'Nice product']"
38,http://flipkart.com/tokyo-talkies-solid-women-a-line-light-blue-skirt/p/itm50c55b67e2395?pid=JEAFKHZAHD3XS2CM&lid=LSTJEAFKHZAHD3XS2CMUCTYMO&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=052773bb-7b9b-417b-871c-64de8fb10193.JEAFKHZAHD3XS2CM.SEARCH&ssid=ux2dgig0m80000001596818393673,TOKYO TALKIES ,Women Solid A-line Light Blue Skirt,₹465,"₹1,399",4,103,7,"['same as the picture but order one size smaller than your usual size.....', 'loved it', ""it's good 🥺🌹""]"
39,http://flipkart.com/sassafras-solid-women-straight-dark-blue-skirt/p/itmf5z3kkgbgv7zv?pid=SKIF5NVB3SMMJ9AU&lid=LSTSKIF5NVB3SMMJ9AUOS1I2L&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIF5NVB3SMMJ9AU.SEARCH&ssid=7zslxko4e80000001596818394714,Sassafras ,Women Solid Straight Dark Blue Skirt,₹524,"₹1,499",3.9,2614,425,"['amazing product must buy', 'mast ,love it', ""it's lovely skirt, just love it""]"
40,http://flipkart.com/n-gal-solid-women-flared-black-skirt/p/itmd3262d60ed87b?pid=SKIF97FG9XK4PWMN&lid=LSTSKIF97FG9XK4PWMNVLTWGZ&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIF97FG9XK4PWMN.SEARCH&ssid=7zslxko4e80000001596818394714,N-Gal ,Women Solid Flared Black Skirt,₹395,₹799,4.2,1916,221,"['Go for it..🥳🥳🥳🥳', 'Awesome product.. Must buy', 'Good quality .It looks cute 🥰❤️']"
41,http://flipkart.com/crease-clips-solid-women-broomstick-gold-blue-skirt/p/itmfbb2ygpavyjr2?pid=SKIEHG9R5AZ58VXN&lid=LSTSKIEHG9R5AZ58VXNOPAIYC&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIEHG9R5AZ58VXN.SEARCH&ssid=7zslxko4e80000001596818394714,Crease & Clips ,"Women Solid Broomstick Gold, Blue Skirt",₹699,"₹1,749",3.7,2362,386,"['full satisfaction, quality is good, looking very nice', 'Good quality... love it', 'Good']"
42,http://flipkart.com/mudrika-printed-women-a-line-black-skirt/p/itm0255680cad22e?pid=SKIFQY3W2FCASZ3Q&lid=LSTSKIFQY3W2FCASZ3Q72LJPW&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFQY3W2FCASZ3Q.SEARCH&ssid=7zslxko4e80000001596818394714,Mudrika ,Women Printed A-line Black Skirt,₹347,"₹1,299",4.2,12,2,"['Very nice product 👍', 'Nice 👍']"
43,http://flipkart.com/kastoori-collection-printed-women-a-line-red-skirt/p/itmbf8d47c89998f?pid=SKIFGG2FVGWUTSQ4&lid=LSTSKIFGG2FVGWUTSQ4X5CXVB&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFGG2FVGWUTSQ4.SEARCH&ssid=7zslxko4e80000001596818394714,Kastoori Collection ,Women Printed A-line Red Skirt,₹399,"₹1,299",3.4,212,37,"['Awesome product...Must buy', 'A little bit miss printed but nice', 'Nice']"
44,http://flipkart.com/darzi-floral-print-women-flared-multicolor-skirt/p/itm30acc2eb9c3cf?pid=SKIFT7HGF2E4MHGH&lid=LSTSKIFT7HGF2E4MHGHAQMSBI&marketplace=FLIPKART&srno=b_2_46&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFT7HGF2E4MHGH.SEARCH&ssid=7zslxko4e80000001596818394714,DARZI ,Women Floral Print Flared Multicolor Skirt,₹269,"₹1,199",4,8,1,"[""Not given full rating as cloth was very thin just a single cloth , i hope won't be see through was bit large, and had no tag and size mentioned   and slip was missing.""]"
45,http://flipkart.com/krishika-printed-women-gathered-red-skirt/p/itm892578656c4c0?pid=SKIFJPHH6Y5VTWSZ&lid=LSTSKIFJPHH6Y5VTWSZWX3D25&marketplace=FLIPKART&srno=b_2_47&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFJPHH6Y5VTWSZ.SEARCH&ssid=7zslxko4e80000001596818394714,Krishika ,Women Printed Gathered Red Skirt,₹449,₹900,4,357,41,"['Very Nice..... but Transparent', 'Gud material', ""it's really nice""]"
46,http://flipkart.com/darzi-floral-print-women-flared-red-skirt/p/itmfb3979e7cd34d?pid=SKIFT7HGQPVNH4VU&lid=LSTSKIFT7HGQPVNH4VUBTMMPW&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFT7HGQPVNH4VU.SEARCH&ssid=7zslxko4e80000001596818394714,DARZI ,Women Floral Print Flared Red Skirt,₹269,"₹1,199",3.8,11,1,['Not bad😎 according to the price it should be much better']
47,http://flipkart.com/darzi-solid-women-flared-pink-skirt/p/itmfah8scbktdzgk?pid=SKIFAH4ASHXRQZRX&lid=LSTSKIFAH4ASHXRQZRXCSJXCU&marketplace=FLIPKART&srno=b_2_49&otracker=browse&fm=organic&iid=77f31442-d229-4824-9f9d-492ef6863486.SKIFAH4ASHXRQZRX.SEARCH&ssid=7zslxko4e80000001596818394714,DARZI ,Women Solid Flared Pink Skirt,₹539,"₹1,999",3.4,57,4,"['did not like the material', 'Quality of Skirt is not good', 'Terrific purchase..  I really love it..  Thanks flipkart']"
