ID,URL,BRAND,ITEM,DISCOUNTED PRICE,MRP,STARS,NUMBER OF RATINGS,NUMBER OF REVIEWS,LIST OF REVIEWS
12,http://flipkart.com/flying-machine-printed-men-round-neck-green-t-shirt/p/itmf78chrdgjbyyp?pid=TSHF78CGZUGAXNK2&lid=LSTTSHF78CGZUGAXNK2XDYJBM&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cCJzxjgQl0sGop8F49Ak6BNTTTupnmYxTc%2BltF3zz2gWA%3D%3D&ssid=q34d5cw9vk0000001594558667706,Flying Machine ,Printed Men Round Neck Green T-Shirt,₹449,₹999,4,514,32,"['colour faded after first wash. Flipkart try to sell original products', 'Not bad but okk', 'Nyc product']"
13,http://flipkart.com/metronaut-printed-men-round-neck-white-black-t-shirt/p/itmfd8fyca7reqyy?pid=TSHFD8FY6STZECUX&lid=LSTTSHFD8FY6STZECUXUI3LPZ&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFD8FY6STZECUX.SEARCH&ssid=q34d5cw9vk0000001594558667706,Metronaut ,"Printed Men Round Neck White, Black T-Shirt",₹299,₹999,4.1,902,121,"['Good product for price.,.Excellent 👍', 'Very poor Quality', 'good quality...go for it']"
14,http://flipkart.com/fastcolors-solid-men-round-neck-blue-grey-t-shirt/p/itmbfb01b2a70a4b?pid=TSHFANHZ9FF8TFGF&lid=LSTTSHFANHZ9FF8TFGF9ESHXF&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFANHZ9FF8TFGF.SEARCH&ssid=q34d5cw9vk0000001594558667706,FastColors ,"Solid Men Round Neck Blue, Grey T-Shirt",₹316,"₹1,999",3.9,34121,4300,"['first price show very high then give discounts this is not good plz always show actual price then give discount. the actual price of this product is 3 or 4 hundreds only but you show in thousand and then give discount. what is this', 'gud product  supper', 'Good product in this rate...']"
15,http://flipkart.com/wrath-color-block-men-round-neck-green-black-t-shirt/p/itmfgsbjegxfu95q?pid=TSHFGS22F4Z8HMVV&lid=LSTTSHFGS22F4Z8HMVV5TBMDQ&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFGS22F4Z8HMVV.SEARCH&ssid=q34d5cw9vk0000001594558667706,Wrath ,"Color Block Men Round Neck Green, Black T-Shirt",₹389,"₹1,499",4.1,10923,1330,"['nice shirt', 'It looks nice', 'nice color and perfact size']"
16,http://flipkart.com/london-hills-solid-men-round-neck-green-black-t-shirt/p/itmd91cb2bae7839?pid=TSHFKA9HBJZFSCG5&lid=LSTTSHFKA9HBJZFSCG5FNCBHS&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFKA9HBJZFSCG5.SEARCH&ssid=q34d5cw9vk0000001594558667706,London Hills ,"Solid Men Round Neck Green, Black T-Shirt  (Pack of 2)",₹664,"₹2,598",4.1,6091,866,"['very good product i love you flipcarkt', 'Awsm..', 'awesome']"
17,http://flipkart.com/try-striped-men-polo-neck-multicolor-t-shirt/p/itmd6e7a7e3c5393?pid=TSHFJ6MGFSAHK3SZ&lid=LSTTSHFJ6MGFSAHK3SZ3VJNQ6&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFJ6MGFSAHK3SZ.SEARCH&ssid=q34d5cw9vk0000001594558667706,Try This ,Striped Men Polo Neck Multicolor T-Shirt,₹445,₹999,4,505,48,"['T-shirt is soft and good but green color going after wash', 'Super', 'Colour problem']"
18,http://flipkart.com/maniac-solid-men-round-neck-black-grey-t-shirt/p/itm4ad3d27297c62?pid=TSHFSTFYYMR5ZZTZ&lid=LSTTSHFSTFYYMR5ZZTZCFGSGP&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cBJ3lkmswjVAUlfJC0qa5lG48FS2HniI8vjcimKPDTW0g%3D%3D&ssid=q34d5cw9vk0000001594558667706,Maniac ,"Solid Men Round Neck Black, Grey T-Shirt  (Pack of 2)",₹579,"₹1,449",4,16003,1852,"['nice tshirts..', 'wow', 'Asm product']"
19,http://flipkart.com/tripr-solid-men-hooded-neck-black-t-shirt/p/itm4b07c0710ef48?pid=TSHFYWSMHXBTKZ6E&lid=LSTTSHFYWSMHXBTKZ6EDX09DW&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFYWSMHXBTKZ6E.SEARCH&ssid=q34d5cw9vk0000001594558667706,Tripr ,Solid Men Hooded Neck Black T-Shirt,₹287,₹899,4,31594,4067,"['Good looking nice....', 'nice t shirt good look I love it', 'super']"
20,http://flipkart.com/try-color-block-men-v-neck-maroon-t-shirt/p/itmf922zddbnaswt?pid=TSHF9FZZGGZMTQAC&lid=LSTTSHF9FZZGGZMTQACSQXCDT&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHF9FZZGGZMTQAC.SEARCH&ssid=q34d5cw9vk0000001594558667706,Try This ,Color Block Men V-neck Maroon T-Shirt,₹339,₹999,4,8529,1010,"['Nice', 'good quality.', 'nice']"
21,http://flipkart.com/fastcolors-striped-men-round-neck-white-blue-t-shirt/p/itmb29a4b7ebf167?pid=TSHFDNCN5VTZCQZU&lid=LSTTSHFDNCN5VTZCQZUJIBDJR&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFDNCN5VTZCQZU.SEARCH&ssid=q34d5cw9vk0000001594558667706,FastColors ,"Striped Men Round Neck White, Blue T-Shirt",₹322,"₹1,999",4,26091,3323,"['nice one👌', 'Perfect', 'nice t shirt']"
22,http://flipkart.com/flying-machine-printed-men-round-neck-black-pink-t-shirt/p/itmfbqtegh4qf8sm?pid=TSHFBQSEHFVEX2KV&lid=LSTTSHFBQSEHFVEX2KVQBGVC0&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cDTkasjCewNfDnf%2BNjuKwgIbfqN4o9dd08dwzC7Q3KY3Q%3D%3D&ssid=q34d5cw9vk0000001594558667706,Flying Machine ,"Printed Men Round Neck Black, Pink T-Shirt",₹404,₹899,4.1,14,0,[]
23,http://flipkart.com/nb-nicky-boy-printed-men-round-neck-reversible-white-t-shirt/p/itmff2seysjunpz2?pid=TSHFF2PKQVUVYTEX&lid=LSTTSHFF2PKQVUVYTEXZFBY8V&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFF2PKQVUVYTEX.SEARCH&ssid=q34d5cw9vk0000001594558667706,NB NICKY BOY ,Printed Men Round Neck Reversible White T-Shirt,₹299,"₹1,100",4,18247,2528,"['i love it 😘😘', 'GOOD', 'nice product']"
24,http://flipkart.com/tripr-printed-men-hooded-neck-red-black-t-shirt/p/itmccac1b4da1548?pid=TSHFSH7Q4BYRBXQU&lid=LSTTSHFSH7Q4BYRBXQU2DNFPJ&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fash%2Fank%2Fedy&srno=b_1_26&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSH7Q4BYRBXQU.SEARCH&ssid=q34d5cw9vk0000001594558667706,Tripr ,"Printed Men Hooded Neck Red, Black T-Shirt  (Pack of 2)",₹551,"₹2,499",3.9,11310,1472,"['good', 'asome  nice product', ""it's very nice product""]"
25,http://flipkart.com/allen-solly-color-block-men-polo-neck-dark-blue-t-shirt/p/itm98b61668cc13c?pid=TSHFKN2WHYHHFZ2J&lid=LSTTSHFKN2WHYHHFZ2JBMRQJU&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFKN2WHYHHFZ2J.SEARCH&ssid=q34d5cw9vk0000001594558667706,Allen Solly ,Color Block Men Polo Neck Dark Blue T-Shirt,₹549,₹999,4.5,101,10,"['Good material.Nice fabric and good fitting.', 'Nice', 'Amazing product']"
26,http://flipkart.com/tripr-printed-men-hooded-neck-white-black-t-shirt/p/itm559153a71d428?pid=TSHFSH7PFHM3TWGS&lid=LSTTSHFSH7PFHM3TWGSCAHZM1&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSH7PFHM3TWGS.SEARCH&ssid=q34d5cw9vk0000001594558667706,Tripr ,"Printed Men Hooded Neck White, Black T-Shirt  (Pack of 2)",₹551,"₹2,499",3.9,11310,1472,"['good', 'asome  nice product', ""it's very nice product""]"
27,http://flipkart.com/rockhard-color-block-men-round-neck-orange-t-shirt/p/itm807531d0e22c7?pid=TSHFS5XHZG4G7H2B&lid=LSTTSHFS5XHZG4G7H2BSDBKHJ&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFS5XHZG4G7H2B.SEARCH&ssid=q34d5cw9vk0000001594558667706,Rockhard ,Color Block Men Round Neck Orange T-Shirt,₹279,₹698,4.1,638,86,"['Outstanding T-shirt... And Quality is also bst...', 'Fabric quality is pretty good.. I am happy with my purchase', 'Owsome product']"
28,http://flipkart.com/flying-machine-printed-men-round-neck-white-blue-t-shirt/p/itme9942b50da638?pid=TSHFMHZFDTVTFBJY&lid=LSTTSHFMHZFDTVTFBJYK7RMKN&marketplace=FLIPKART&srno=b_1_30&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cCpPnGyvfFtRYDzzZgxgOhKsyTqkpWC0VoAvDXF1Mg7Fw%3D%3D&ssid=q34d5cw9vk0000001594558667706,Flying Machine ,"Printed Men Round Neck White, Blue T-Shirt",₹499,₹999,4.3,29,0,[]
29,http://flipkart.com/try-color-block-men-polo-neck-maroon-blue-t-shirt/p/itm8c26104c6156a?pid=TSHFFWKAPUSBUGPB&lid=LSTTSHFFWKAPUSBUGPBEE7CAQ&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFFWKAPUSBUGPB.SEARCH&ssid=q34d5cw9vk0000001594558667706,Try This ,"Color Block Men Polo Neck Maroon, Blue T-Shirt",₹399,"₹1,299",3.8,51508,7410,"['nyc product & gud quality', 'Very nice dress', 'loved it']"
30,http://flipkart.com/bullmer-printed-men-round-neck-multicolor-t-shirt/p/itmf10574f89e8f6?pid=TSHFSBS5HW2QXCFK&lid=LSTTSHFSBS5HW2QXCFKAWZRFX&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSBS5HW2QXCFK.SEARCH&ssid=q34d5cw9vk0000001594558667706,BULLMER ,Printed Men Round Neck Multicolor T-Shirt  (Pack of 3),₹698,"₹1,499",4,583,102,"['Very good 👌 and fit', 'Nice quality', 'Good']"
31,http://flipkart.com/u-s-polo-assn-solid-men-neck-white-t-shirt/p/itmf8fk46hnfhdht?pid=TSHF8FJREQXZYFYY&lid=LSTTSHF8FJREQXZYFYY3NN5PV&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHF8FJREQXZYFYY.SEARCH&ssid=q34d5cw9vk0000001594558667706,U.S. Polo Assn ,Solid Men Polo Neck White T-Shirt,₹699,"₹1,599",4.2,34773,3322,"['looking cool', 'This product awesome 👌', 'nice and comfortable']"
32,http://flipkart.com/flying-machine-striped-men-polo-neck-dark-blue-red-t-shirt/p/itmf7vn2zg3hm55h?pid=TSHF7VN2JFCFC4WA&lid=LSTTSHF7VN2JFCFC4WAYRWKFQ&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cD2bf%2F7I4YcJUUfbfVs8MzQA4Wx3T0AZXNlci%2FBXLqAgA%3D%3D&ssid=q34d5cw9vk0000001594558667706,Flying Machine ,"Striped Men Polo Neck Dark Blue, Red T-Shirt",₹519,"₹1,299",4.1,93,7,"['Super T-shirt', 'Looking awesome', 'Bad product']"
33,http://flipkart.com/uzee-solid-men-round-crew-black-t-shirt/p/itmf3ymbgzhuvkfh?pid=TSHEVBQVDGPCATCU&lid=LSTTSHEVBQVDGPCATCULZGZ1H&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHEVBQVDGPCATCU.SEARCH&ssid=q34d5cw9vk0000001594558667706,UZEE ,Solid Men Round or Crew Black T-Shirt,₹284,₹999,3.9,21192,2622,"['Shirt', 'thank you Flipkart', 'nyc t.shrtfully satisfied with quality']"
34,http://flipkart.com/fastcolors-solid-men-mandarin-collar-blue-t-shirt/p/itm293fda5a701c2?pid=TSHFSRVNUHHZZ3RB&lid=LSTTSHFSRVNUHHZZ3RBPWSSQD&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fash%2Fank%2Fedy&srno=b_1_36&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSRVNUHHZZ3RB.SEARCH&ssid=q34d5cw9vk0000001594558667706,FastColors ,Solid Men Mandarin Collar Blue T-Shirt  (Pack of 2),₹577,"₹2,399",4,4785,586,"['Nice product', 'Gifted to my friend on his birthday and he loved it', 'nice']"
35,http://flipkart.com/u-s-polo-assn-solid-men-neck-purple-t-shirt/p/itmf8fk79dpqsgst?pid=TSHF8FJRKRZMZNNR&lid=LSTTSHF8FJRKRZMZNNRNZSSUV&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHF8FJRKRZMZNNR.SEARCH&ssid=q34d5cw9vk0000001594558667706,U.S. Polo Assn ,Solid Men Polo Neck Purple T-Shirt,₹699,"₹1,599",4.2,34773,3322,"['looking cool', 'This product awesome 👌', 'nice and comfortable']"
36,http://flipkart.com/tripr-typography-men-hooded-neck-multicolor-t-shirt/p/itm38e70f657caa1?pid=TSHFZHSCSYM377ZK&lid=LSTTSHFZHSCSYM377ZKRXFWGN&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFZHSCSYM377ZK.SEARCH&ssid=q34d5cw9vk0000001594558667706,Tripr ,Typography Men Hooded Neck Multicolor T-Shirt,₹319,"₹1,399",4.1,2455,324,"['Very nice product', 'Fantastic 😘 amazing 😍 mind blowing 🙄', 'Very nice t-shirt']"
37,http://flipkart.com/wrangler-20x-printed-men-round-neck-blue-t-shirt/p/itm3f15264be2998?pid=TSHFJ5JKBYVHTT2V&lid=LSTTSHFJ5JKBYVHTT2VFLOZQI&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFJ5JKBYVHTT2V.SEARCH&ssid=q34d5cw9vk0000001594558667706,Wrangler 20X ,Printed Men Round Neck Blue T-Shirt,₹358,₹895,4.1,47,2,"['Quite okay!!!50.50. But please improve delivery time if possible!! I mean as early as possible', 'Awesome good and feelings so happy']"
38,http://flipkart.com/flying-machine-printed-men-round-neck-red-t-shirt/p/itmca5b1b674c095?pid=TSHFMHZFKAVYTVGH&lid=LSTTSHFMHZFKAVYTVGHDWUMW3&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cDCslX8ucvvi%2F8QADTnEXTHPQUUinNWys41nZDbYXYzmw%3D%3D&ssid=q34d5cw9vk0000001594558667706,Flying Machine ,Printed Men Round Neck Red T-Shirt,₹499,₹999,4.4,16,2,"['Best', 'Best']"
39,http://flipkart.com/smartees-typography-men-round-neck-maroon-black-t-shirt/p/itm87a1dced2379f?pid=TSHFPHQBQPU9VBJD&lid=LSTTSHFPHQBQPU9VBJDF1BEYG&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=e0e43fd6-d5ac-40c2-821e-a759f27c429e.TSHFPHQBQPU9VBJD.SEARCH&ssid=hrtccklx000000001594558668845,Smartees ,"Typography Men Round Neck Maroon, Black T-Shirt",₹284,₹999,3.8,372,52,"['Nice t shirts', 'Super amazing', 'Quality is also good but fabric is warm design are awesome just like it ❤']"
40,http://flipkart.com/lewel-color-block-men-hooded-neck-white-blue-yellow-t-shirt/p/itmdeb5477c07276?pid=TSHFGXA992XGBHYR&lid=LSTTSHFGXA992XGBHYRD9FMSU&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=e0e43fd6-d5ac-40c2-821e-a759f27c429e.TSHFGXA992XGBHYR.SEARCH&ssid=hrtccklx000000001594558668845,LEWEL ,"Color Block Men Hooded Neck White, Blue, Yellow T-Shirt",₹459,"₹1,999",4,71926,9760,"['NYC.....', 'excellent', '❤️it looks amazing']"
41,http://flipkart.com/try-color-block-men-round-crew-white-blue-t-shirt/p/itmf8u8tcgvxtesv?pid=TSHF8TZE44SVHWTF&lid=LSTTSHF8TZE44SVHWTFK76POD&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=e0e43fd6-d5ac-40c2-821e-a759f27c429e.TSHF8TZE44SVHWTF.SEARCH&ssid=hrtccklx000000001594558668845,Try This ,"Color Block Men Round or Crew White, Blue T-Shirt",₹359,₹999,4,9017,1003,"[""I like it...... if you wear it then definitely you feel like it's a branded t-shirt..."", 'good product, comfortable clothe......', 'nice and lovable product. really I loved it.... thank you flipkart 😍😍😍']"
42,http://flipkart.com/flying-machine-striped-men-round-neck-dark-blue-t-shirt/p/itmf7uwuwgpkcejj?pid=TSHF7UWTEEJ453AZ&lid=LSTTSHF7UWTEEJ453AZDRO5MV&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=en_uHEBEh6ChQzKNOBaYofCoaVyxm6eTdkcf16yx%2BlWFTJO3RxPpzsYbBBwBUr6oUQzc%2Fug8WzPUTC3rJo0EAKWhw%3D%3D&ssid=hrtccklx000000001594558668845,Flying Machine ,Striped Men Round Neck Dark Blue T-Shirt,₹519,"₹1,299",4.3,38,3,"['Colour got light not as seems dark blue but after all looking good', 'Good product', 'good quality perfectly fit me m just 5.5inch with 32 waist so i wore M size']"
43,http://flipkart.com/try-color-block-men-round-neck-maroon-t-shirt/p/itm1e9001f0244a3?pid=TSHFGMGKGHE3SCTR&lid=LSTTSHFGMGKGHE3SCTRY9EQZ0&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=e0e43fd6-d5ac-40c2-821e-a759f27c429e.TSHFGMGKGHE3SCTR.SEARCH&ssid=hrtccklx000000001594558668845,Try This ,Color Block Men Round Neck Maroon T-Shirt,₹335,₹999,4,5749,634,"['I likes this product', 'verry nice and camftabale', 'not so good']"
44,http://flipkart.com/levi-s-solid-men-round-neck-reversible-blue-t-shirt/p/itmfgxhkyecmjfrb?pid=TSHFGXHM4DN9YFVX&lid=LSTTSHFGXHM4DN9YFVXNQXOYA&marketplace=FLIPKART&srno=b_2_46&otracker=browse&fm=organic&iid=e0e43fd6-d5ac-40c2-821e-a759f27c429e.TSHFGXHM4DN9YFVX.SEARCH&ssid=hrtccklx000000001594558668845,Levi's ,Solid Men Round Neck Reversible Blue T-Shirt,₹399,₹999,4,93,5,"['Good stuff', 'Super quality', 'cool t-shirt, gonna buy its white variant']"
